policy_id,customer_id,product_type,start_date,end_date,status,channel,discount_pct,gross_premium
P-004659,C-003671,homeowners,2024-10-28,2025-10-27,active,online,0.0,388.46
P-004660,C-006067,auto,2024-12-25,2025-07-24,active,agent,0.0,352.73
P-004661,C-010473,homeowners,2024-09-17,2026-01-28,active,agent,0.079,261.42
P-004662,C-001962,renters,2024-07-06,2025-09-26,active,agent,0.096,98.28
P-004663,C-005833,homeowners,2024-07-07,2025-11-05,active,agent,0.004,308.94
P-004664,C-005096,auto,2024-12-15,2025-10-09,lapsed,agent,0.002,282.87
P-004665,C-006640,auto,2024-05-12,2025-10-25,active,agent,0.115,291.53
P-004666,C-005738,commercial_property,2024-05-15,2025-02-18,active,agent,0.0,5561.17
P-004667,C-001283,homeowners,2024-07-28,2025-08-08,active,agent,0.1,318.68
P-004668,C-004134,homeowners,2024-09-21,2025-09-21,active,agent,0.0,421.22
P-004669,C-011022,commercial_property,2024-05-08,2025-06-24,cancelled,agent,0.003,3473.36
P-004670,C-003442,renters,2024-01-18,2025-03-08,active,online,0.0,141.73
P-004671,C-007946,auto,2024-06-30,2025-07-05,active,agent,0.112,228.19
P-004672,C-007201,commercial_property,2024-07-08,2025-02-03,active,online,0.114,2288.88
P-004673,C-010649,renters,2024-01-29,2025-04-09,active,online,0.047,135.51
P-004674,C-005250,renters,2024-08-27,2025-12-23,active,agent,0.027,137.55
P-004675,C-010911,auto,2024-10-09,2025-11-06,active,agent,0.041,396.41
P-004676,C-006995,auto,2024-03-15,2025-04-08,active,agent,0.073,335.47
P-004677,C-001025,homeowners,2024-03-15,2025-03-22,active,online,0.09,321.9
P-004678,C-001224,homeowners,2024-02-17,2024-12-29,lapsed,online,0.0,471.33
P-004679,C-000180,auto,2024-10-22,2025-06-28,active,online,0.03,267.82
P-004680,C-010850,auto,2024-09-04,2025-03-17,active,online,0.063,303.48
P-004681,C-008285,auto,2024-02-21,2025-06-18,active,agent,0.103,249.08
P-004682,C-000207,homeowners,2024-06-09,2025-06-05,active,agent,0.005,266.61
P-004683,C-002678,homeowners,2024-06-07,2025-03-06,active,agent,0.074,258.4
P-004684,C-006955,homeowners,2024-02-18,2024-09-21,active,agent,0.061,312.96
P-004685,C-005710,homeowners,2024-03-02,2025-03-22,active,online,0.097,302.11
P-004686,C-007443,auto,2024-06-01,2025-03-14,active,agent,0.036,552.63
P-004687,C-007920,commercial_property,2024-12-15,2025-11-25,active,agent,0.0,3543.98
P-004688,C-010714,commercial_property,2024-02-12,2024-08-31,active,agent,0.06,2989.79
P-004689,C-000117,homeowners,2024-08-01,2025-09-03,active,online,0.001,410.56
P-004690,C-007381,auto,2024-10-17,2026-01-08,active,agent,0.08,353.14
P-004691,C-010941,auto,2024-05-22,2025-02-11,lapsed,agent,0.027,559.57
P-004692,C-000413,auto,2024-04-08,2025-03-12,active,partner,0.07,339.14
P-004693,C-004306,homeowners,2024-10-08,2025-06-11,active,online,0.056,342.02
P-004694,C-001827,homeowners,2024-01-13,2024-09-04,active,online,0.094,318.39
P-004695,C-002986,auto,2024-12-20,2025-12-01,active,agent,0.0,380.08
P-004696,C-008628,auto,2024-04-06,2025-04-15,active,agent,0.017,320.22
P-004697,C-007715,auto,2024-10-23,2025-11-15,active,agent,0.003,419.66
P-004698,C-007795,homeowners,2024-11-08,2025-11-29,active,agent,0.081,328.93
P-004699,C-006212,auto,2024-09-28,2025-04-06,lapsed,agent,0.037,477.97
P-004700,C-007309,renters,2024-06-01,2025-06-22,active,agent,0.051,130.79
P-004701,C-002263,commercial_property,2024-12-27,2025-08-20,active,online,0.002,3428.58
P-004702,C-007629,homeowners,2024-10-20,2025-12-29,active,agent,0.0,338.46
P-004703,C-001370,auto,2024-09-26,2025-05-11,active,online,0.048,356.7
P-004704,C-007029,renters,2024-05-19,2025-02-01,active,agent,0.043,230.66
P-004705,C-005092,auto,2024-10-14,2026-04-05,active,agent,0.097,431.83
P-004706,C-008914,homeowners,2024-03-29,2025-05-11,active,agent,0.086,496.03
P-004707,C-006589,commercial_property,2024-07-24,2025-03-03,lapsed,online,0.028,1379.76
P-004708,C-000213,commercial_property,2024-09-25,2025-04-23,active,agent,0.042,2144.72
P-004709,C-002848,homeowners,2024-07-24,2025-02-10,cancelled,online,0.066,230.14
P-004710,C-002672,auto,2024-01-03,2025-01-11,active,online,0.022,469.64
P-004711,C-009900,auto,2024-09-14,2025-05-20,active,online,0.079,344.53
P-004712,C-004145,auto,2024-12-18,2026-04-13,active,agent,0.047,353.85
P-004713,C-007901,homeowners,2024-03-04,2025-04-01,active,online,0.069,292.82
P-004714,C-007151,commercial_property,2024-11-12,2025-06-18,active,agent,0.064,3168.69
P-004715,C-005435,commercial_property,2024-04-09,2025-04-21,lapsed,agent,0.084,2946.4
P-004716,C-007334,homeowners,2024-03-08,2024-09-10,active,online,0.092,472.19
P-004717,C-007581,homeowners,2024-03-01,2025-08-14,active,agent,0.02,240.18
P-004718,C-006263,homeowners,2024-06-22,2025-03-17,active,partner,0.06,325.6
P-004719,C-007706,renters,2024-02-22,2025-06-30,active,agent,0.012,169.33
P-004720,C-002258,auto,2024-05-06,2024-12-19,active,partner,0.095,437.34
P-004721,C-011400,auto,2024-07-15,2025-03-07,cancelled,partner,0.09,415.85
P-004722,C-003279,auto,2024-01-14,2024-12-02,active,online,0.097,474.55
P-004723,C-011692,auto,2024-05-30,2025-08-01,active,agent,0.043,406.67
P-004724,C-002616,auto,2024-01-06,2025-02-09,active,agent,0.012,397.68
P-004725,C-004680,auto,2024-12-09,2026-01-22,active,agent,0.053,335.08
P-004726,C-009915,auto,2024-10-16,2025-12-01,active,agent,0.051,432.08
P-004727,C-004556,renters,2024-03-20,2025-04-06,active,agent,0.056,100.21
P-004728,C-008937,auto,2024-01-18,2025-05-11,active,online,0.028,262.46
P-004729,C-011934,homeowners,2024-06-26,2025-08-23,active,online,0.0,251.8
P-004730,C-003709,homeowners,2024-06-10,2025-04-01,active,online,0.075,271.82
P-004731,C-006285,commercial_property,2024-04-17,2025-01-31,lapsed,agent,0.054,4395.55
P-004732,C-000281,homeowners,2024-08-22,2025-02-19,active,agent,0.074,407.62
P-004733,C-000511,homeowners,2024-05-27,2025-08-20,lapsed,agent,0.0,481.6
P-004734,C-010843,auto,2024-04-29,2025-03-21,active,online,0.127,298.4
P-004735,C-006734,renters,2024-04-10,2024-10-07,active,agent,0.114,157.56
P-004736,C-009224,auto,2024-02-08,2024-10-02,active,online,0.034,356.31
P-004737,C-002761,renters,2024-09-25,2025-03-29,active,agent,0.085,134.12
P-004738,C-003864,homeowners,2024-01-20,2024-11-21,active,online,0.023,355.17
P-004739,C-007664,homeowners,2024-12-18,2025-10-10,active,agent,0.113,361.57
P-004740,C-003196,auto,2024-08-27,2025-12-02,active,online,0.071,307.54
P-004741,C-005700,auto,2024-06-10,2025-08-06,active,online,0.0,350.35
P-004742,C-009630,auto,2024-02-16,2024-10-29,active,partner,0.05,438.43
P-004743,C-008105,renters,2024-08-22,2025-07-12,active,agent,0.06,177.53
P-004744,C-011412,auto,2024-06-03,2025-09-02,active,agent,0.0,336.21
P-004745,C-001321,auto,2024-03-04,2024-12-31,active,agent,0.001,437.31
P-004746,C-002125,auto,2024-05-26,2025-03-09,active,agent,0.053,419.15
P-004747,C-009115,auto,2024-07-09,2025-04-30,active,agent,0.082,389.08
P-004748,C-010942,auto,2024-10-27,2025-11-24,lapsed,online,0.017,432.08
P-004749,C-002390,commercial_property,2024-12-11,2025-10-15,active,online,0.04,1143.29
P-004750,C-000981,homeowners,2024-10-22,2025-06-23,lapsed,partner,0.039,305.81
P-004751,C-006494,homeowners,2024-04-22,2025-04-01,active,partner,0.058,364.64
P-004752,C-006090,homeowners,2024-12-28,2025-10-19,active,agent,0.021,414.04
P-004753,C-006388,auto,2024-12-23,2025-08-12,active,online,0.142,317.61
P-004754,C-005833,renters,2024-09-08,2025-12-05,active,agent,0.003,158.99
P-004755,C-008706,homeowners,2024-03-31,2024-09-29,active,online,0.067,388.43
P-004756,C-004444,auto,2024-09-27,2026-03-06,lapsed,online,0.009,362.25
P-004757,C-005819,auto,2024-07-11,2025-06-12,active,agent,0.078,395.73
P-004758,C-005593,homeowners,2024-07-29,2025-07-11,active,agent,0.0,318.17
P-004759,C-002997,homeowners,2024-09-08,2025-07-17,active,agent,0.062,362.86
P-004760,C-001520,renters,2024-01-15,2025-02-06,active,agent,0.027,178.23
P-004761,C-010042,homeowners,2024-01-17,2024-12-13,active,partner,0.091,265.69
P-004762,C-005405,auto,2024-05-06,2025-05-02,lapsed,partner,0.051,252.38
P-004763,C-005631,auto,2024-05-31,2025-01-31,active,agent,0.0,287.26
P-004764,C-004142,auto,2024-07-05,2025-07-05,active,agent,0.039,538.77
P-004765,C-005671,homeowners,2024-05-19,2025-02-18,active,agent,0.03,278.21
P-004766,C-001647,auto,2024-01-09,2025-02-11,active,agent,0.013,271.1
P-004767,C-001897,auto,2024-02-13,2025-01-10,active,agent,0.089,454.24
P-004768,C-002816,auto,2024-09-05,2025-11-02,active,agent,0.046,419.86
P-004769,C-010485,renters,2024-01-03,2024-11-16,lapsed,partner,0.097,91.3
P-004770,C-009863,homeowners,2024-06-05,2025-10-23,active,agent,0.0,399.02
P-004771,C-001222,renters,2024-05-17,2025-01-14,active,agent,0.057,133.01
P-004772,C-011838,auto,2024-06-30,2025-01-14,active,partner,0.016,367.99
P-004773,C-000598,renters,2024-08-27,2025-07-14,active,agent,0.102,163.57
P-004774,C-011374,auto,2024-12-22,2025-08-31,active,partner,0.012,289.14
P-004775,C-009295,commercial_property,2024-08-18,2025-04-07,active,partner,0.04,2878.06
P-004776,C-005464,renters,2024-08-27,2025-03-23,active,online,0.0,151.42
P-004777,C-010534,commercial_property,2024-10-25,2026-03-09,active,online,0.0,2782.93
P-004778,C-004188,renters,2024-07-21,2025-07-12,active,agent,0.102,210.82
P-004779,C-010873,homeowners,2024-07-14,2025-03-11,active,agent,0.057,292.57
P-004780,C-010509,renters,2024-09-01,2025-08-10,active,agent,0.053,104.13
P-004781,C-001472,auto,2024-01-12,2025-05-27,cancelled,online,0.014,345.07
P-004782,C-005239,homeowners,2024-12-09,2025-12-18,active,online,0.08,434.48
P-004783,C-002590,renters,2024-07-10,2025-03-15,active,partner,0.077,177.28
P-004784,C-004647,auto,2024-08-13,2026-02-01,active,online,0.034,394.15
P-004785,C-003562,auto,2024-08-11,2025-03-31,active,agent,0.028,363.36
P-004786,C-006374,auto,2024-07-18,2025-12-04,active,agent,0.036,520.29
P-004787,C-008277,homeowners,2024-04-29,2024-12-06,cancelled,agent,0.06,365.69
P-004788,C-005541,commercial_property,2024-01-29,2025-05-01,active,agent,0.032,3833.02
P-004789,C-005593,auto,2024-11-18,2026-03-11,active,agent,0.025,382.23
P-004790,C-011101,renters,2024-06-03,2025-01-13,cancelled,online,0.005,246.54
P-004791,C-000446,auto,2024-03-21,2025-04-01,active,agent,0.047,439.59
P-004792,C-000087,auto,2024-06-27,2025-02-26,lapsed,online,0.042,436.94
P-004793,C-007305,renters,2024-02-23,2025-03-09,lapsed,online,0.106,92.63
P-004794,C-008816,homeowners,2024-12-29,2025-11-24,active,online,0.0,232.48
P-004795,C-011597,renters,2024-07-27,2025-10-18,active,partner,0.09,165.27
P-004796,C-010149,auto,2024-01-06,2024-08-20,active,online,0.05,263.73
P-004797,C-011685,auto,2024-06-26,2025-05-18,active,agent,0.0,250.26
P-004798,C-004150,renters,2024-05-10,2025-05-28,active,online,0.13,89.1
P-004799,C-008066,homeowners,2024-08-03,2025-10-04,active,online,0.055,258.16
P-004800,C-000025,homeowners,2024-09-23,2025-11-02,active,agent,0.046,242.37
P-004801,C-006952,homeowners,2024-10-16,2025-07-12,active,online,0.059,298.36
P-004802,C-004807,auto,2024-05-25,2025-09-14,active,online,0.122,313.44
P-004803,C-009495,homeowners,2024-03-14,2024-10-21,active,agent,0.079,361.43
P-004804,C-002940,auto,2024-04-19,2025-03-30,active,agent,0.0,429.67
P-004805,C-010362,renters,2024-09-10,2025-11-16,active,agent,0.086,133.58
P-004806,C-007707,auto,2024-07-05,2025-07-02,active,agent,0.08,380.34
P-004807,C-010892,auto,2024-11-02,2026-04-03,active,agent,0.057,332.18
P-004808,C-006065,auto,2024-05-29,2025-07-15,lapsed,agent,0.068,397.59
P-004809,C-003711,auto,2024-08-29,2025-11-12,active,partner,0.115,332.75
P-004810,C-008795,auto,2024-05-23,2025-04-02,active,agent,0.061,378.03
P-004811,C-005836,renters,2024-04-30,2025-06-11,active,agent,0.087,123.81
P-004812,C-006160,homeowners,2024-10-13,2025-12-20,active,agent,0.03,310.33
P-004813,C-005004,renters,2024-10-17,2025-06-15,active,agent,0.0,101.12
P-004814,C-003192,homeowners,2024-11-17,2026-02-21,lapsed,partner,0.068,335.77
P-004815,C-008978,auto,2024-08-08,2025-05-28,active,agent,0.044,534.18
P-004816,C-001980,auto,2024-04-19,2025-01-13,lapsed,partner,0.056,428.38
P-004817,C-008888,commercial_property,2024-10-21,2026-01-27,active,agent,0.08,3268.73
P-004818,C-011493,renters,2024-08-28,2025-08-05,active,agent,0.0,144.85
P-004819,C-004847,homeowners,2024-07-03,2025-11-04,active,online,0.147,322.7
P-004820,C-003149,commercial_property,2024-09-20,2025-04-03,active,agent,0.01,4924.2
P-004821,C-001156,auto,2024-09-05,2025-04-20,active,online,0.001,364.93
P-004822,C-010792,auto,2024-03-04,2024-12-21,lapsed,online,0.04,583.17
P-004823,C-003945,auto,2024-01-17,2025-04-07,active,online,0.071,426.14
P-004824,C-001243,auto,2024-08-13,2025-12-20,active,agent,0.101,419.2
P-004825,C-005032,renters,2024-03-12,2024-12-12,lapsed,agent,0.066,171.78
P-004826,C-000765,renters,2024-04-19,2025-08-28,active,agent,0.0,177.62
P-004827,C-011530,renters,2024-10-08,2026-02-20,cancelled,online,0.1,95.36
P-004828,C-001392,auto,2024-04-11,2024-12-14,active,online,0.088,434.26
P-004829,C-000527,auto,2024-07-12,2025-03-22,active,online,0.073,285.45
P-004830,C-011284,auto,2024-05-17,2024-11-13,active,agent,0.014,350.7
P-004831,C-007800,homeowners,2024-07-28,2025-08-17,active,partner,0.043,288.65
P-004832,C-008991,homeowners,2024-01-15,2025-05-12,active,online,0.026,313.29
P-004833,C-004159,auto,2024-01-05,2024-07-12,active,agent,0.023,466.92
P-004834,C-009007,auto,2024-01-21,2024-09-25,active,agent,0.002,496.65
P-004835,C-004275,homeowners,2024-10-17,2025-06-10,active,agent,0.067,300.77
P-004836,C-007358,auto,2024-09-05,2025-08-23,active,partner,0.095,364.58
P-004837,C-001472,homeowners,2024-10-03,2025-10-02,active,online,0.071,381.33
P-004838,C-000884,homeowners,2024-07-17,2025-03-19,active,agent,0.02,323.91
P-004839,C-002336,auto,2024-08-28,2025-08-10,active,agent,0.062,349.78
P-004840,C-004790,renters,2024-05-23,2025-05-29,lapsed,online,0.005,142.94
P-004841,C-000490,homeowners,2024-01-01,2024-09-10,active,agent,0.078,277.32
P-004842,C-001603,auto,2024-06-13,2025-10-04,active,agent,0.005,288.34
P-004843,C-005336,commercial_property,2024-06-08,2025-11-22,active,agent,0.074,3234.56
P-004844,C-001011,commercial_property,2024-10-25,2025-09-26,active,agent,0.08,2029.72
P-004845,C-003861,homeowners,2024-03-12,2025-01-31,active,online,0.059,327.5
P-004846,C-010920,auto,2024-02-09,2024-10-05,active,agent,0.064,437.1
P-004847,C-004147,auto,2024-10-26,2025-10-06,active,agent,0.021,347.13
P-004848,C-011140,auto,2024-01-25,2024-09-06,active,agent,0.074,482.69
P-004849,C-004100,auto,2024-09-06,2026-01-13,active,agent,0.0,556.48
P-004850,C-006020,auto,2024-10-23,2025-10-11,active,online,0.021,402.47
P-004851,C-011567,homeowners,2024-07-31,2025-02-19,lapsed,online,0.084,249.38
P-004852,C-006999,renters,2024-12-10,2025-07-16,active,agent,0.025,174.68
P-004853,C-003745,renters,2024-11-01,2025-11-19,active,agent,0.093,226.76
P-004854,C-010040,auto,2024-08-19,2025-10-22,active,partner,0.04,316.92
P-004855,C-002775,auto,2024-12-26,2025-10-19,active,online,0.059,344.1
P-004856,C-006269,auto,2024-03-20,2025-04-25,active,online,0.046,390.4
P-004857,C-004626,auto,2024-07-04,2024-12-31,active,online,0.05,370.53
P-004858,C-009921,auto,2024-10-06,2026-01-19,active,agent,0.054,338.34
P-004859,C-008305,renters,2024-01-26,2024-08-06,active,agent,0.041,137.96
P-004860,C-007246,auto,2024-04-18,2025-08-16,active,agent,0.09,330.48
P-004861,C-000544,renters,2024-09-04,2026-01-16,active,agent,0.161,118.65
P-004862,C-008309,homeowners,2024-05-01,2025-07-11,active,online,0.043,340.01
P-004863,C-007490,homeowners,2024-03-02,2025-06-24,active,agent,0.018,416.85
P-004864,C-007750,commercial_property,2024-01-20,2025-06-27,active,online,0.026,3211.07
P-004865,C-011713,homeowners,2024-04-16,2025-06-03,active,agent,0.0,413.5
P-004866,C-011536,homeowners,2024-08-21,2025-10-03,active,partner,0.02,255.31
P-004867,C-011053,commercial_property,2024-05-19,2025-03-25,active,agent,0.125,1983.17
P-004868,C-004384,homeowners,2024-04-12,2024-12-11,active,online,0.031,270.37
P-004869,C-011407,auto,2024-10-31,2025-10-13,active,online,0.074,264.53
P-004870,C-008414,auto,2024-03-24,2025-07-04,active,agent,0.0,359.76
P-004871,C-000893,commercial_property,2024-09-26,2025-04-03,active,partner,0.056,2921.74
P-004872,C-010396,auto,2024-06-11,2024-12-25,active,online,0.083,446.74
P-004873,C-006330,homeowners,2024-03-28,2024-11-25,active,agent,0.037,374.05
P-004874,C-004376,auto,2024-12-04,2026-02-06,active,agent,0.004,494.73
P-004875,C-009927,auto,2024-07-27,2025-09-22,lapsed,online,0.063,359.9
P-004876,C-001529,renters,2024-04-04,2025-08-02,active,agent,0.0,105.5
P-004877,C-009279,homeowners,2024-11-09,2026-02-08,active,online,0.064,256.24
P-004878,C-003394,homeowners,2024-08-28,2025-05-06,active,agent,0.102,223.39
P-004879,C-002527,homeowners,2024-03-21,2025-07-29,active,online,0.047,326.79
P-004880,C-006648,homeowners,2024-09-20,2025-10-03,active,online,0.0,258.5
P-004881,C-000220,auto,2024-08-07,2025-10-21,active,online,0.105,401.43
P-004882,C-007987,homeowners,2024-09-04,2025-06-01,lapsed,agent,0.078,355.15
P-004883,C-010750,homeowners,2024-06-14,2025-03-18,active,online,0.085,262.9
P-004884,C-006428,auto,2024-11-14,2026-01-07,active,agent,0.098,360.73
P-004885,C-011962,homeowners,2024-03-25,2025-05-04,active,agent,0.045,345.71
P-004886,C-009527,auto,2024-03-23,2025-05-14,active,partner,0.029,351.15
P-004887,C-005899,homeowners,2024-01-18,2024-07-22,active,agent,0.091,277.23
P-004888,C-002171,auto,2024-09-05,2025-09-28,active,agent,0.052,353.14
P-004889,C-002938,auto,2024-08-23,2025-11-09,active,online,0.061,501.57
P-004890,C-008498,homeowners,2024-08-24,2025-06-19,active,agent,0.011,465.11
P-004891,C-002452,commercial_property,2024-03-31,2024-10-16,active,online,0.052,4018.09
P-004892,C-006948,auto,2024-10-02,2025-10-27,active,partner,0.0,409.62
P-004893,C-008817,homeowners,2024-03-22,2024-12-21,active,agent,0.0,365.28
P-004894,C-001219,auto,2024-12-03,2026-03-22,active,agent,0.054,467.6
P-004895,C-002603,auto,2024-12-20,2025-12-12,active,agent,0.054,264.83
P-004896,C-001735,auto,2024-01-06,2025-06-20,cancelled,online,0.0,314.54
P-004897,C-005137,renters,2024-11-17,2025-07-15,active,online,0.07,133.36
P-004898,C-004277,auto,2024-04-09,2025-08-06,active,partner,0.049,299.5
P-004899,C-005919,commercial_property,2024-11-09,2025-11-08,lapsed,agent,0.055,1047.03
P-004900,C-003298,homeowners,2024-01-16,2024-10-12,lapsed,agent,0.075,229.08
P-004901,C-003272,homeowners,2024-05-29,2025-02-10,active,online,0.032,403.37
P-004902,C-000626,auto,2024-04-02,2025-01-04,active,agent,0.04,252.42
P-004903,C-001478,homeowners,2024-12-21,2025-10-20,lapsed,online,0.125,354.67
P-004904,C-004229,renters,2024-10-03,2025-11-26,lapsed,agent,0.178,153.65
P-004905,C-008332,auto,2024-06-17,2025-10-19,active,online,0.007,375.57
P-004906,C-002274,auto,2024-04-21,2025-01-30,active,agent,0.108,351.22
P-004907,C-008780,renters,2024-09-06,2026-01-14,active,agent,0.058,165.26
P-004908,C-005556,auto,2024-12-07,2025-11-22,active,agent,0.01,293.54
P-004909,C-002069,auto,2024-08-21,2025-12-15,active,online,0.075,420.5
P-004910,C-005431,auto,2024-06-07,2025-09-27,active,agent,0.056,399.21
P-004911,C-000808,auto,2024-10-02,2025-05-22,active,agent,0.055,379.0
P-004912,C-011998,commercial_property,2024-10-19,2025-12-07,active,agent,0.038,4079.27
P-004913,C-001062,auto,2024-07-01,2025-01-23,active,partner,0.097,428.48
P-004914,C-007639,homeowners,2024-09-21,2026-01-23,active,online,0.066,249.6
P-004915,C-005856,auto,2024-06-23,2025-05-12,active,agent,0.0,365.04
P-004916,C-000640,auto,2024-10-19,2026-04-03,active,agent,0.0,287.99
P-004917,C-011278,auto,2024-04-06,2025-05-20,active,agent,0.0,424.07
P-004918,C-011170,homeowners,2024-06-04,2025-05-02,cancelled,agent,0.016,308.64
P-004919,C-011685,renters,2024-08-06,2025-11-19,active,agent,0.054,220.15
P-004920,C-006558,renters,2024-02-18,2025-06-02,active,agent,0.028,227.4
P-004921,C-006814,renters,2024-06-28,2025-02-20,active,online,0.02,103.71
P-004922,C-000476,auto,2024-01-25,2025-04-10,active,partner,0.062,487.62
P-004923,C-008280,auto,2024-05-03,2025-09-13,active,agent,0.022,502.49
P-004924,C-006638,auto,2024-03-11,2024-12-03,cancelled,online,0.034,316.67
P-004925,C-007411,commercial_property,2024-11-23,2026-02-09,cancelled,agent,0.009,2503.83
P-004926,C-007283,auto,2024-04-08,2024-10-07,active,agent,0.04,506.84
P-004927,C-010505,renters,2024-09-06,2025-09-28,active,online,0.123,157.82
P-004928,C-007791,auto,2024-09-17,2025-06-04,active,agent,0.025,400.53
P-004929,C-000250,homeowners,2024-04-13,2025-02-20,active,agent,0.023,297.2
P-004930,C-003331,auto,2024-05-31,2025-10-10,active,agent,0.125,368.31
P-004931,C-007230,homeowners,2024-05-20,2025-03-12,active,agent,0.082,300.92
P-004932,C-010685,homeowners,2024-03-02,2025-07-19,active,online,0.06,373.29
P-004933,C-000017,auto,2024-03-15,2024-12-27,active,agent,0.028,497.06
P-004934,C-005646,auto,2024-04-29,2025-01-31,cancelled,agent,0.0,429.24
P-004935,C-006039,auto,2024-08-20,2026-01-03,active,partner,0.049,316.05
P-004936,C-002705,auto,2024-12-18,2025-06-21,active,agent,0.058,264.66
P-004937,C-004224,commercial_property,2024-06-18,2025-02-23,active,agent,0.084,2842.28
P-004938,C-011569,auto,2024-07-07,2025-06-16,active,agent,0.079,288.23
P-004939,C-000854,renters,2024-02-29,2025-01-07,active,online,0.079,136.23
P-004940,C-006164,auto,2024-01-24,2025-02-10,active,agent,0.145,388.45
P-004941,C-001483,homeowners,2024-10-25,2025-11-23,active,online,0.0,297.5
P-004942,C-009543,auto,2024-10-23,2026-01-08,active,agent,0.053,304.75
P-004943,C-005254,homeowners,2024-06-12,2025-06-03,active,agent,0.121,269.46
P-004944,C-011622,auto,2024-07-23,2025-10-13,active,online,0.0,390.73
P-004945,C-005058,homeowners,2024-11-28,2025-11-27,active,online,0.021,397.52
P-004946,C-010270,auto,2024-04-02,2024-12-24,active,online,0.098,352.14
P-004947,C-010726,homeowners,2024-12-04,2026-05-07,active,agent,0.075,294.17
P-004948,C-001089,commercial_property,2024-11-01,2026-01-30,active,online,0.002,2813.98
P-004949,C-006701,homeowners,2024-11-16,2025-08-15,lapsed,agent,0.089,445.17
P-004950,C-005343,auto,2024-07-04,2025-06-27,active,agent,0.052,271.14
P-004951,C-000478,auto,2024-08-22,2025-03-26,active,agent,0.099,340.27
P-004952,C-007976,homeowners,2024-12-24,2025-10-16,active,partner,0.008,354.23
P-004953,C-004172,auto,2024-10-25,2025-08-15,lapsed,agent,0.027,357.14
P-004954,C-009296,auto,2024-04-18,2025-04-23,active,agent,0.004,398.76
P-004955,C-007990,renters,2024-02-08,2024-08-07,active,agent,0.083,91.61
P-004956,C-008609,auto,2024-05-09,2025-04-04,active,agent,0.028,335.38
P-004957,C-003377,auto,2024-12-08,2026-01-03,active,agent,0.0,342.58
P-004958,C-001786,commercial_property,2024-03-09,2024-10-28,active,online,0.074,2868.87
P-004959,C-001616,homeowners,2024-11-25,2026-01-25,active,online,0.024,377.32
P-004960,C-011373,auto,2024-06-23,2025-03-25,active,online,0.085,356.53
P-004961,C-005578,auto,2024-05-07,2024-11-29,active,agent,0.101,318.18
P-004962,C-001894,renters,2024-08-26,2026-01-11,active,agent,0.071,168.28
P-004963,C-002374,auto,2024-11-15,2025-08-04,active,partner,0.06,328.78
P-004964,C-001260,homeowners,2024-10-25,2025-07-15,active,online,0.053,315.84
P-004965,C-009700,homeowners,2024-03-25,2025-09-12,active,agent,0.0,282.83
P-004966,C-001909,renters,2024-09-27,2025-10-31,lapsed,agent,0.05,134.23
P-004967,C-000414,auto,2024-04-12,2025-03-31,active,online,0.084,344.68
P-004968,C-011110,commercial_property,2024-04-01,2025-01-08,active,agent,0.03,1596.18
P-004969,C-011713,auto,2024-08-14,2025-02-17,active,agent,0.047,311.68
P-004970,C-008357,auto,2024-07-15,2025-04-25,active,agent,0.1,347.2
P-004971,C-009128,homeowners,2024-10-09,2025-04-12,active,agent,0.025,376.73
P-004972,C-011643,homeowners,2024-09-14,2025-06-14,active,online,0.111,297.72
P-004973,C-003992,homeowners,2024-02-22,2025-03-25,active,agent,0.064,330.07
P-004974,C-005091,homeowners,2024-04-24,2025-10-11,active,agent,0.055,423.95
P-004975,C-009883,auto,2024-05-31,2025-10-16,cancelled,agent,0.037,330.56
P-004976,C-005931,auto,2024-10-28,2025-11-02,active,online,0.062,312.78
P-004977,C-009194,commercial_property,2024-07-03,2025-07-22,active,agent,0.072,3379.96
P-004978,C-009762,homeowners,2024-06-21,2025-05-18,active,online,0.047,418.28
P-004979,C-010375,auto,2024-07-25,2025-10-11,active,online,0.074,289.78
P-004980,C-004500,commercial_property,2024-06-25,2025-04-14,active,agent,0.0,3190.64
P-004981,C-000530,auto,2024-06-26,2025-02-10,active,agent,0.022,409.07
P-004982,C-004511,auto,2024-08-22,2025-08-24,active,online,0.045,326.92
P-004983,C-002048,homeowners,2024-10-31,2025-11-25,active,agent,0.068,282.84
P-004984,C-001445,auto,2024-05-29,2025-04-25,active,agent,0.064,406.25
P-004985,C-002768,homeowners,2024-01-04,2024-07-03,active,agent,0.0,271.91
P-004986,C-002470,homeowners,2024-07-08,2025-10-24,active,agent,0.061,313.76
P-004987,C-002510,auto,2024-02-09,2025-01-18,lapsed,online,0.058,468.96
P-004988,C-002511,auto,2024-03-26,2025-02-11,active,agent,0.052,283.03
P-004989,C-011557,homeowners,2024-02-27,2025-02-11,active,partner,0.001,282.18
P-004990,C-004441,auto,2024-05-16,2025-02-02,active,agent,0.066,320.41
P-004991,C-005027,auto,2024-07-09,2025-05-13,lapsed,agent,0.036,291.4
P-004992,C-006454,homeowners,2024-11-08,2026-02-16,active,agent,0.05,256.16
P-004993,C-008614,auto,2024-09-15,2025-10-05,active,agent,0.035,289.12
P-004994,C-007691,renters,2024-01-14,2024-07-13,active,partner,0.03,138.38
P-004995,C-008328,commercial_property,2024-10-13,2025-10-07,active,agent,0.002,1807.44
P-004996,C-006198,homeowners,2024-06-13,2025-02-24,active,online,0.033,290.15
P-004997,C-001627,auto,2024-06-07,2025-10-23,lapsed,agent,0.047,294.45
