claim_id,policy_id,product_type,loss_date,peril,status,reserve,paid,report_date,close_date,severity_band
CL-0000683,P-003011,homeowners,2024-05-28,hail,closed,0.0,1212.03,2024-05-28,2024-06-04,high
CL-0000684,P-003018,auto,2025-05-22,collision,closed,0.0,2335.23,2025-05-22,2025-06-10,cat
CL-0000685,P-003019,auto,2025-04-28,collision,denied,0.0,0.0,2025-04-28,2025-05-29,medium
CL-0000686,P-003027,auto,2025-11-01,theft,closed,0.0,1782.23,2025-11-01,2025-11-15,low
CL-0000687,P-003031,auto,2024-05-28,collision,open,2955.36,8041.34,2024-05-28,,medium
CL-0000688,P-003054,commercial_property,2025-11-11,water_damage,closed,0.0,1356.38,2025-11-11,2025-11-22,medium
CL-0000689,P-003062,homeowners,2024-08-20,hail,closed,0.0,4676.98,2024-08-20,2024-09-01,low
CL-0000690,P-003064,auto,2025-01-18,collision,closed,0.0,1449.22,2025-01-18,2025-02-10,medium
CL-0000691,P-003069,homeowners,2025-08-28,hail,closed,0.0,1092.91,2025-08-28,2025-09-15,medium
CL-0000692,P-003076,commercial_property,2025-02-19,fire,closed,0.0,32010.75,2025-02-19,2025-03-08,medium
CL-0000693,P-003077,homeowners,2025-01-09,hail,closed,0.0,1435.57,2025-01-09,2025-01-25,low
CL-0000694,P-003078,homeowners,2025-12-15,hail,open,2002.67,2230.72,2025-12-15,,low
CL-0000695,P-003082,auto,2024-12-05,comprehensive,closed,0.0,5181.4,2024-12-05,2025-01-05,low
CL-0000696,P-003085,commercial_property,2024-06-18,theft,closed,0.0,1308.25,2024-06-18,2024-06-22,cat
CL-0000697,P-003087,auto,2025-01-04,collision,denied,0.0,0.0,2025-01-04,2025-02-11,high
CL-0000698,P-003087,auto,2025-08-26,theft,denied,0.0,0.0,2025-08-26,2025-09-17,low
CL-0000699,P-003087,auto,2025-06-11,collision,closed,0.0,1718.58,2025-06-11,2025-06-20,low
CL-0000700,P-003088,homeowners,2025-07-11,hail,closed,0.0,7678.37,2025-07-11,2025-08-05,low
CL-0000701,P-003093,renters,2024-07-02,theft,closed,0.0,832.5,2024-07-02,2024-07-25,low
CL-0000702,P-003094,auto,2025-07-18,comprehensive,open,1119.63,2142.62,2025-07-18,,medium
CL-0000703,P-003102,homeowners,2025-09-02,theft,closed,0.0,681.46,2025-09-02,2025-09-08,low
CL-0000704,P-003111,homeowners,2025-04-04,hail,open,325.37,993.92,2025-04-04,,medium
CL-0000705,P-003114,homeowners,2025-12-14,water_damage,closed,0.0,6901.79,2025-12-14,2026-01-12,medium
CL-0000706,P-003122,homeowners,2024-09-22,hail,open,1465.0,3058.57,2024-09-22,,high
CL-0000707,P-003125,auto,2024-08-05,collision,open,289.75,541.51,2024-08-05,,low
CL-0000708,P-003127,renters,2025-03-09,water_damage,denied,0.0,0.0,2025-03-09,2025-03-28,medium
CL-0000709,P-003135,auto,2024-05-02,collision,closed,0.0,1725.0,2024-05-02,2024-05-31,high
CL-0000710,P-003135,auto,2024-08-16,theft,closed,0.0,458.89,2024-08-16,2024-08-20,low
CL-0000711,P-003139,auto,2025-04-18,theft,closed,0.0,4157.98,2025-04-18,2025-04-29,low
CL-0000712,P-003139,auto,2025-06-05,collision,closed,0.0,2370.18,2025-06-05,2025-06-17,medium
CL-0000713,P-003156,auto,2025-04-21,collision,closed,0.0,1032.32,2025-04-21,2025-05-22,low
CL-0000714,P-003161,auto,2025-07-07,comprehensive,open,2276.57,6581.24,2025-07-07,,low
CL-0000715,P-003163,homeowners,2025-03-26,fire,open,2892.54,3859.65,2025-03-26,,low
CL-0000716,P-003166,homeowners,2025-05-01,hail,closed,0.0,4265.29,2025-05-01,2025-05-24,low
CL-0000717,P-003167,auto,2024-08-15,theft,closed,0.0,1770.84,2024-08-15,2024-09-05,low
CL-0000718,P-003168,auto,2025-11-18,theft,closed,0.0,492.85,2025-11-18,2025-11-20,low
CL-0000719,P-003171,homeowners,2025-03-21,hail,closed,0.0,6738.9,2025-03-21,2025-04-02,medium
CL-0000720,P-003177,auto,2024-12-07,comprehensive,denied,0.0,0.0,2024-12-07,2025-01-06,medium
CL-0000721,P-003185,homeowners,2025-05-23,hail,closed,0.0,7543.86,2025-05-23,2025-06-03,high
CL-0000722,P-003187,auto,2024-06-17,collision,closed,0.0,2008.25,2024-06-17,2024-06-28,low
CL-0000723,P-003193,renters,2024-08-04,water_damage,closed,0.0,3200.19,2024-08-04,2024-08-14,low
CL-0000724,P-003199,auto,2024-01-20,theft,closed,0.0,2752.95,2024-01-20,2024-01-31,low
CL-0000725,P-003205,auto,2025-03-01,collision,closed,0.0,3632.55,2025-03-01,2025-03-14,high
CL-0000726,P-003206,homeowners,2024-02-17,water_damage,closed,0.0,4200.69,2024-02-17,2024-02-23,low
CL-0000727,P-003208,auto,2024-12-16,collision,closed,0.0,3714.83,2024-12-16,2024-12-26,low
CL-0000728,P-003208,auto,2025-04-13,comprehensive,closed,0.0,662.84,2025-04-13,2025-04-25,low
CL-0000729,P-003208,auto,2024-06-05,comprehensive,closed,0.0,2100.95,2024-06-05,2024-06-12,high
CL-0000730,P-003211,auto,2024-06-03,comprehensive,open,849.26,1393.51,2024-06-03,,high
CL-0000731,P-003214,auto,2025-03-14,collision,closed,0.0,981.26,2025-03-14,2025-04-01,low
CL-0000732,P-003220,auto,2025-11-14,collision,open,945.43,1329.87,2025-11-14,,high
CL-0000733,P-003222,auto,2026-02-28,comprehensive,closed,0.0,3885.4,2026-02-28,2026-03-14,low
CL-0000734,P-003223,auto,2025-11-07,collision,open,1298.64,4039.53,2025-11-07,,low
CL-0000735,P-003224,auto,2024-09-18,collision,closed,0.0,1848.52,2024-09-18,2024-10-06,medium
CL-0000736,P-003235,auto,2024-08-26,comprehensive,closed,0.0,2256.11,2024-08-26,2024-09-01,low
CL-0000737,P-003238,homeowners,2024-05-28,hail,closed,0.0,6425.0,2024-05-28,2024-07-09,medium
CL-0000738,P-003241,auto,2025-09-15,comprehensive,closed,0.0,1316.82,2025-09-15,2025-09-27,low
CL-0000739,P-003245,auto,2025-11-28,comprehensive,closed,0.0,2122.61,2025-11-28,2025-12-07,high
CL-0000740,P-003245,auto,2025-11-20,collision,closed,0.0,1000.68,2025-11-20,2025-12-07,medium
CL-0000741,P-003246,homeowners,2024-01-01,hail,closed,0.0,1606.52,2024-01-01,2024-01-15,medium
CL-0000742,P-003248,homeowners,2024-03-28,theft,closed,0.0,445.7,2024-03-28,2024-04-10,low
CL-0000743,P-003253,auto,2024-08-01,comprehensive,open,958.02,1832.02,2024-08-01,,medium
CL-0000744,P-003266,auto,2025-06-27,collision,closed,0.0,1027.01,2025-06-27,2025-07-05,medium
CL-0000745,P-003273,homeowners,2025-04-23,water_damage,open,788.84,1163.82,2025-04-23,,medium
CL-0000746,P-003283,homeowners,2024-05-27,fire,closed,0.0,7820.85,2024-05-27,2024-06-08,low
CL-0000747,P-003289,homeowners,2024-12-27,theft,closed,0.0,5719.4,2024-12-27,2025-01-29,medium
CL-0000748,P-003293,auto,2024-06-26,comprehensive,closed,0.0,2343.94,2024-06-26,2024-06-28,cat
CL-0000749,P-003293,auto,2024-07-28,collision,closed,0.0,2351.28,2024-07-28,2024-08-27,medium
CL-0000750,P-003307,homeowners,2024-03-01,water_damage,closed,0.0,850.94,2024-03-01,2024-04-05,medium
CL-0000751,P-003308,renters,2024-05-21,water_damage,closed,0.0,2294.62,2024-05-21,2024-06-18,low
CL-0000752,P-003313,auto,2024-07-11,collision,closed,0.0,2751.04,2024-07-11,2024-08-08,low
CL-0000753,P-003315,homeowners,2024-10-20,hail,closed,0.0,10929.32,2024-10-20,2024-10-24,medium
CL-0000754,P-003339,renters,2024-05-22,theft,closed,0.0,419.41,2024-05-22,2024-06-25,medium
CL-0000755,P-003340,auto,2025-12-28,collision,closed,0.0,2659.27,2025-12-28,2026-01-09,medium
CL-0000756,P-003342,homeowners,2024-07-10,water_damage,denied,0.0,0.0,2024-07-10,2024-07-19,medium
CL-0000757,P-003355,homeowners,2025-02-26,water_damage,closed,0.0,7402.15,2025-02-26,2025-03-16,low
CL-0000758,P-003356,commercial_property,2024-01-09,water_damage,closed,0.0,1788.53,2024-01-09,2024-01-27,low
CL-0000759,P-003357,auto,2024-11-25,collision,closed,0.0,9964.8,2024-11-25,2024-12-05,low
CL-0000760,P-003366,commercial_property,2024-09-28,fire,closed,0.0,6102.55,2024-09-28,2024-10-16,high
CL-0000761,P-003369,auto,2025-12-28,collision,closed,0.0,938.69,2025-12-28,2026-01-18,medium
CL-0000762,P-003370,auto,2024-01-25,collision,closed,0.0,1384.67,2024-01-25,2024-02-08,high
CL-0000763,P-003384,homeowners,2025-08-21,theft,open,173.95,235.94,2025-08-21,,low
CL-0000764,P-003384,homeowners,2025-05-15,hail,open,1639.41,6577.99,2025-05-15,,medium
CL-0000765,P-003389,auto,2025-06-27,collision,closed,0.0,6515.43,2025-06-27,2025-07-09,low
CL-0000766,P-003389,auto,2025-03-12,collision,open,1245.7,4205.98,2025-03-12,,low
CL-0000767,P-003389,auto,2025-08-06,collision,closed,0.0,2670.44,2025-08-06,2025-08-22,low
CL-0000768,P-003394,homeowners,2024-02-16,hail,closed,0.0,1213.86,2024-02-16,2024-03-10,medium
CL-0000769,P-003395,auto,2025-04-23,collision,closed,0.0,5680.49,2025-04-23,2025-05-21,low
CL-0000770,P-003400,renters,2025-12-26,theft,closed,0.0,1203.89,2025-12-26,2026-01-17,high
CL-0000771,P-003402,auto,2024-11-01,collision,open,817.48,1691.16,2024-11-01,,medium
CL-0000772,P-003416,auto,2025-10-12,collision,denied,0.0,0.0,2025-10-12,2025-10-25,low
CL-0000773,P-003424,homeowners,2024-03-03,hail,open,4519.58,7254.95,2024-03-03,,low
CL-0000774,P-003427,renters,2024-11-06,theft,closed,0.0,2458.38,2024-11-06,2024-11-11,low
CL-0000775,P-003429,auto,2025-11-08,collision,closed,0.0,1393.7,2025-11-08,2025-11-20,high
CL-0000776,P-003437,auto,2024-12-05,collision,closed,0.0,3570.06,2024-12-05,2024-12-13,high
CL-0000777,P-003438,commercial_property,2024-02-16,water_damage,closed,0.0,699.58,2024-02-16,2024-02-26,cat
CL-0000778,P-003438,commercial_property,2024-08-25,water_damage,closed,0.0,4157.95,2024-08-25,2024-09-16,low
CL-0000779,P-003445,auto,2025-03-08,theft,closed,0.0,222.23,2025-03-08,2025-03-14,low
CL-0000780,P-003447,auto,2024-09-19,collision,denied,0.0,0.0,2024-09-19,2024-09-27,low
CL-0000781,P-003450,homeowners,2025-01-07,hail,open,522.43,1380.61,2025-01-07,,low
CL-0000782,P-003453,homeowners,2024-09-09,water_damage,open,1043.34,3140.59,2024-09-09,,medium
CL-0000783,P-003457,homeowners,2025-07-24,water_damage,closed,0.0,2788.06,2025-07-24,2025-08-01,low
CL-0000784,P-003458,commercial_property,2025-10-16,water_damage,closed,0.0,10425.96,2025-10-16,2025-10-28,low
CL-0000785,P-003462,homeowners,2025-08-28,water_damage,closed,0.0,580.57,2025-08-28,2025-09-09,low
CL-0000786,P-003472,auto,2025-06-03,collision,closed,0.0,704.0,2025-06-03,2025-06-20,low
CL-0000787,P-003473,homeowners,2024-07-15,water_damage,closed,0.0,6065.2,2024-07-15,2024-08-07,low
CL-0000788,P-003478,auto,2025-04-21,comprehensive,closed,0.0,6263.49,2025-04-21,2025-05-12,medium
CL-0000789,P-003479,auto,2025-08-14,theft,closed,0.0,985.19,2025-08-14,2025-08-27,medium
CL-0000790,P-003480,auto,2024-05-10,collision,closed,0.0,4758.82,2024-05-10,2024-05-13,medium
CL-0000791,P-003480,auto,2025-02-04,collision,open,1362.58,3993.13,2025-02-04,,high
CL-0000792,P-003480,auto,2025-10-16,collision,denied,0.0,0.0,2025-10-16,2025-11-05,low
CL-0000793,P-003487,homeowners,2025-09-13,hail,closed,0.0,3910.49,2025-09-13,2025-09-20,low
CL-0000794,P-003496,auto,2024-11-24,collision,open,449.21,757.02,2024-11-24,,medium
CL-0000795,P-003498,auto,2025-01-11,collision,denied,0.0,0.0,2025-01-11,2025-01-20,low
CL-0000796,P-003505,homeowners,2024-06-24,hail,denied,0.0,0.0,2024-06-24,2024-07-09,low
CL-0000797,P-003506,homeowners,2024-12-23,hail,closed,0.0,1604.86,2024-12-23,2025-01-04,low
CL-0000798,P-003507,auto,2025-11-15,collision,closed,0.0,1144.51,2025-11-15,2025-12-08,cat
CL-0000799,P-003511,auto,2025-05-13,collision,closed,0.0,4141.36,2025-05-13,2025-05-21,low
CL-0000800,P-003513,auto,2025-03-12,collision,open,1363.01,2098.29,2025-03-12,,medium
CL-0000801,P-003515,auto,2025-02-10,collision,open,339.61,1045.1,2025-02-10,,medium
CL-0000802,P-003524,auto,2024-03-14,collision,open,1214.88,1344.15,2024-03-14,,medium
CL-0000803,P-003528,auto,2024-09-05,comprehensive,closed,0.0,1831.71,2024-09-05,2024-09-23,medium
CL-0000804,P-003531,homeowners,2025-12-28,hail,closed,0.0,14594.54,2025-12-28,2025-12-31,high
CL-0000805,P-003533,auto,2025-05-14,collision,closed,0.0,691.67,2025-05-14,2025-05-29,low
CL-0000806,P-003534,auto,2025-11-28,collision,closed,0.0,1247.23,2025-11-28,2025-12-04,medium
CL-0000807,P-003540,auto,2024-07-07,comprehensive,closed,0.0,3366.28,2024-07-07,2024-07-12,low
CL-0000808,P-003546,auto,2025-11-17,comprehensive,open,578.58,1034.46,2025-11-17,,high
CL-0000809,P-003547,auto,2024-10-02,collision,denied,0.0,0.0,2024-10-02,2024-10-14,low
CL-0000810,P-003553,auto,2025-11-07,collision,closed,0.0,4370.45,2025-11-07,2025-12-10,high
CL-0000811,P-003557,homeowners,2025-07-28,hail,open,1283.62,4020.75,2025-07-28,,medium
CL-0000812,P-003558,homeowners,2025-07-18,hail,denied,0.0,0.0,2025-07-18,2025-08-14,low
CL-0000813,P-003565,auto,2024-09-28,collision,closed,0.0,773.36,2024-09-28,2024-10-17,medium
CL-0000814,P-003566,auto,2025-01-23,comprehensive,closed,0.0,4482.55,2025-01-23,2025-02-07,high
CL-0000815,P-003568,auto,2024-06-28,collision,closed,0.0,9542.63,2024-06-28,2024-07-09,high
CL-0000816,P-003569,auto,2024-10-08,comprehensive,open,1251.48,4109.03,2024-10-08,,low
CL-0000817,P-003578,homeowners,2025-05-17,hail,closed,0.0,7985.21,2025-05-17,2025-05-28,low
CL-0000818,P-003583,auto,2025-11-20,collision,closed,0.0,1790.13,2025-11-20,2025-12-13,low
CL-0000819,P-003587,auto,2024-09-06,collision,denied,0.0,0.0,2024-09-06,2024-09-09,medium
CL-0000820,P-003588,auto,2025-07-15,collision,closed,0.0,927.06,2025-07-15,2025-08-08,low
CL-0000821,P-003592,auto,2024-05-28,comprehensive,closed,0.0,1089.74,2024-05-28,2024-06-10,high
CL-0000822,P-003592,auto,2024-09-13,comprehensive,open,1498.12,3702.34,2024-09-13,,medium
CL-0000823,P-003593,auto,2024-06-28,collision,closed,0.0,8162.71,2024-06-28,2024-07-04,low
CL-0000824,P-003601,auto,2024-03-03,comprehensive,open,1217.28,2562.8,2024-03-03,,low
CL-0000825,P-003601,auto,2024-08-22,theft,closed,0.0,310.14,2024-08-22,2024-09-07,low
CL-0000826,P-003608,homeowners,2024-01-24,fire,closed,0.0,19614.59,2024-01-24,2024-02-04,medium
CL-0000827,P-003609,homeowners,2024-05-05,hail,closed,0.0,5381.79,2024-05-05,2024-05-24,high
CL-0000828,P-003612,commercial_property,2024-08-28,theft,closed,0.0,987.2,2024-08-28,2024-09-15,low
CL-0000829,P-003615,homeowners,2024-09-04,theft,closed,0.0,778.25,2024-09-04,2024-09-13,high
CL-0000830,P-003621,auto,2024-09-21,collision,closed,0.0,1490.37,2024-09-21,2024-10-23,low
CL-0000831,P-003622,homeowners,2025-05-05,hail,open,12281.95,17466.86,2025-05-05,,low
CL-0000832,P-003624,auto,2024-11-23,collision,open,5728.59,11975.04,2024-11-23,,medium
CL-0000833,P-003633,auto,2025-10-05,collision,denied,0.0,0.0,2025-10-05,2025-10-29,low
CL-0000834,P-003637,auto,2025-05-28,collision,closed,0.0,712.85,2025-05-28,2025-06-02,high
CL-0000835,P-003640,auto,2025-03-19,collision,closed,0.0,1247.14,2025-03-19,2025-03-27,medium
CL-0000836,P-003646,commercial_property,2024-08-08,fire,closed,0.0,7803.63,2024-08-08,2024-08-25,low
CL-0000837,P-003649,auto,2024-09-17,collision,closed,0.0,1521.28,2024-09-17,2024-09-28,cat
CL-0000838,P-003653,auto,2024-04-03,comprehensive,closed,0.0,1735.72,2024-04-03,2024-04-18,medium
CL-0000839,P-003655,auto,2025-07-01,collision,closed,0.0,850.83,2025-07-01,2025-07-20,low
CL-0000840,P-003656,homeowners,2025-11-12,theft,closed,0.0,415.34,2025-11-12,2025-12-14,medium
CL-0000841,P-003659,renters,2025-08-06,water_damage,closed,0.0,22182.96,2025-08-06,2025-08-28,medium
CL-0000842,P-003660,auto,2025-01-09,comprehensive,open,983.77,2705.5,2025-01-09,,high
CL-0000843,P-003660,auto,2025-07-22,collision,open,8069.67,10338.67,2025-07-22,,high
CL-0000844,P-003669,auto,2024-06-27,theft,denied,0.0,0.0,2024-06-27,2024-07-04,low
CL-0000845,P-003669,auto,2024-08-13,comprehensive,closed,0.0,1331.56,2024-08-13,2024-08-24,low
CL-0000846,P-003680,homeowners,2025-08-07,water_damage,closed,0.0,4360.01,2025-08-07,2025-08-20,medium
CL-0000847,P-003706,commercial_property,2025-01-08,fire,closed,0.0,41332.0,2025-01-08,2025-01-12,low
CL-0000848,P-003708,auto,2025-03-02,theft,open,1238.89,2034.81,2025-03-02,,medium
CL-0000849,P-003715,auto,2024-04-13,collision,closed,0.0,4762.72,2024-04-13,2024-05-03,medium
CL-0000850,P-003735,homeowners,2024-08-07,hail,open,2010.95,6702.75,2024-08-07,,medium
CL-0000851,P-003738,auto,2024-09-24,collision,closed,0.0,4768.22,2024-09-24,2024-10-11,high
CL-0000852,P-003740,auto,2024-09-18,collision,closed,0.0,1870.09,2024-09-18,2024-10-01,medium
CL-0000853,P-003751,auto,2024-04-22,collision,closed,0.0,3815.07,2024-04-22,2024-05-09,low
CL-0000854,P-003757,auto,2025-09-19,comprehensive,open,1386.4,2907.0,2025-09-19,,medium
CL-0000855,P-003760,renters,2024-11-25,theft,closed,0.0,2285.98,2024-11-25,2024-12-01,high
CL-0000856,P-003765,auto,2025-08-11,collision,open,1018.16,1725.48,2025-08-11,,high
CL-0000857,P-003768,homeowners,2024-09-25,water_damage,open,218.68,751.84,2024-09-25,,medium
CL-0000858,P-003771,auto,2025-04-26,comprehensive,denied,0.0,0.0,2025-04-26,2025-05-01,high
CL-0000859,P-003771,auto,2025-01-23,collision,closed,0.0,4117.96,2025-01-23,2025-02-01,low
CL-0000860,P-003779,homeowners,2024-06-26,theft,open,507.42,1036.37,2024-06-26,,high
CL-0000861,P-003780,auto,2025-07-19,theft,closed,0.0,2982.22,2025-07-19,2025-08-06,low
CL-0000862,P-003786,auto,2025-06-01,collision,closed,0.0,3120.64,2025-06-01,2025-06-20,medium
CL-0000863,P-003788,homeowners,2025-08-02,fire,open,12879.09,36654.46,2025-08-02,,low
CL-0000864,P-003790,auto,2024-11-28,collision,closed,0.0,4370.62,2024-11-28,2024-12-04,medium
CL-0000865,P-003793,auto,2025-10-02,collision,closed,0.0,870.48,2025-10-02,2025-10-14,low
CL-0000866,P-003805,auto,2024-04-05,collision,open,648.33,1319.88,2024-04-05,,low
CL-0000867,P-003808,homeowners,2024-06-17,theft,closed,0.0,360.4,2024-06-17,2024-06-29,low
CL-0000868,P-003817,auto,2024-06-15,collision,closed,0.0,1763.53,2024-06-15,2024-06-20,high
CL-0000869,P-003820,auto,2025-01-21,comprehensive,closed,0.0,5106.36,2025-01-21,2025-02-02,low
CL-0000870,P-003822,auto,2024-08-02,collision,closed,0.0,2403.73,2024-08-02,2024-08-17,low
CL-0000871,P-003839,auto,2024-09-07,collision,closed,0.0,781.04,2024-09-07,2024-09-18,medium
CL-0000872,P-003841,auto,2025-08-26,collision,closed,0.0,574.82,2025-08-26,2025-09-05,medium
CL-0000873,P-003842,auto,2025-06-06,collision,closed,0.0,1514.38,2025-06-06,2025-07-08,high
CL-0000874,P-003844,homeowners,2025-07-13,water_damage,closed,0.0,1451.13,2025-07-13,2025-08-03,low
CL-0000875,P-003850,homeowners,2025-02-03,hail,closed,0.0,1083.07,2025-02-03,2025-02-16,high
CL-0000876,P-003856,renters,2025-08-03,water_damage,closed,0.0,2901.27,2025-08-03,2025-08-20,low
CL-0000877,P-003859,commercial_property,2025-01-13,fire,closed,0.0,9686.07,2025-01-13,2025-01-25,low
CL-0000878,P-003861,commercial_property,2025-08-06,theft,closed,0.0,1078.57,2025-08-06,2025-08-20,low
CL-0000879,P-003861,commercial_property,2025-03-02,fire,closed,0.0,7439.63,2025-03-02,2025-03-20,medium
CL-0000880,P-003863,auto,2024-10-23,collision,closed,0.0,2665.89,2024-10-23,2024-11-21,medium
CL-0000881,P-003868,auto,2025-01-12,comprehensive,open,2994.22,5408.59,2025-01-12,,medium
CL-0000882,P-003870,auto,2025-12-01,comprehensive,open,2686.68,4024.76,2025-12-01,,low
CL-0000883,P-003870,auto,2025-10-05,comprehensive,closed,0.0,4460.95,2025-10-05,2025-10-29,low
CL-0000884,P-003871,homeowners,2025-03-07,water_damage,closed,0.0,2542.47,2025-03-07,2025-03-22,low
CL-0000885,P-003871,homeowners,2024-08-13,hail,open,325.11,856.24,2024-08-13,,low
CL-0000886,P-003872,homeowners,2025-08-21,hail,closed,0.0,4863.25,2025-08-21,2025-09-05,high
CL-0000887,P-003876,auto,2024-05-13,collision,closed,0.0,2417.51,2024-05-13,2024-05-29,low
CL-0000888,P-003889,auto,2024-06-28,collision,closed,0.0,1377.1,2024-06-28,2024-07-04,low
CL-0000889,P-003897,auto,2025-04-03,collision,open,1131.1,1757.36,2025-04-03,,high
CL-0000890,P-003901,auto,2024-01-10,collision,closed,0.0,679.95,2024-01-10,2024-01-24,low
CL-0000891,P-003910,commercial_property,2025-09-28,theft,denied,0.0,0.0,2025-09-28,2025-10-17,high
CL-0000892,P-003916,auto,2024-03-20,theft,closed,0.0,1142.57,2024-03-20,2024-03-27,high
CL-0000893,P-003923,auto,2024-04-08,collision,closed,0.0,821.54,2024-04-08,2024-04-15,medium
CL-0000894,P-003924,auto,2025-01-12,collision,closed,0.0,492.23,2025-01-12,2025-02-03,medium
CL-0000895,P-003925,auto,2024-06-20,comprehensive,closed,0.0,1911.17,2024-06-20,2024-06-29,medium
CL-0000896,P-003928,homeowners,2024-09-12,water_damage,closed,0.0,2608.16,2024-09-12,2024-09-28,medium
CL-0000897,P-003933,auto,2025-12-07,theft,open,461.44,737.91,2025-12-07,,low
CL-0000898,P-003938,auto,2024-04-11,collision,closed,0.0,1297.95,2024-04-11,2024-05-19,low
CL-0000899,P-003945,homeowners,2024-04-08,hail,closed,0.0,8195.74,2024-04-08,2024-05-07,high
CL-0000900,P-003952,auto,2024-08-15,collision,denied,0.0,0.0,2024-08-15,2024-09-15,low
CL-0000901,P-003961,auto,2025-05-28,collision,closed,0.0,964.7,2025-05-28,2025-06-18,medium
CL-0000902,P-003965,homeowners,2025-06-13,hail,closed,0.0,2276.64,2025-06-13,2025-06-19,medium
CL-0000903,P-003969,auto,2024-05-28,collision,closed,0.0,516.03,2024-05-28,2024-06-06,high
CL-0000904,P-003976,auto,2025-08-21,collision,closed,0.0,2387.93,2025-08-21,2025-09-11,medium
CL-0000905,P-003980,auto,2024-03-27,collision,open,526.36,807.74,2024-03-27,,low
CL-0000906,P-003982,homeowners,2024-08-15,hail,closed,0.0,776.16,2024-08-15,2024-09-10,high
CL-0000907,P-003987,auto,2024-01-18,comprehensive,closed,0.0,949.05,2024-01-18,2024-02-05,medium
CL-0000908,P-003988,auto,2024-06-27,collision,closed,0.0,2991.03,2024-06-27,2024-07-16,high
CL-0000909,P-003990,auto,2025-12-15,theft,closed,0.0,3021.46,2025-12-15,2025-12-26,medium
CL-0000910,P-003996,auto,2024-05-03,comprehensive,closed,0.0,1794.22,2024-05-03,2024-05-17,low
CL-0000911,P-003997,auto,2025-11-21,collision,closed,0.0,10798.33,2025-11-21,2025-12-02,medium
CL-0000912,P-003999,auto,2025-09-05,collision,closed,0.0,790.4,2025-09-05,2025-09-28,medium
CL-0000913,P-004003,homeowners,2024-05-09,hail,open,450.17,1204.17,2024-05-09,,low
CL-0000914,P-004007,homeowners,2025-09-05,theft,open,307.09,442.51,2025-09-05,,medium
CL-0000915,P-004017,auto,2024-09-03,collision,open,463.48,729.25,2024-09-03,,low
CL-0000916,P-004021,auto,2024-07-15,collision,open,1133.65,1729.23,2024-07-15,,medium
CL-0000917,P-004028,auto,2024-03-22,collision,closed,0.0,5474.04,2024-03-22,2024-03-31,medium
CL-0000918,P-004032,homeowners,2025-10-13,hail,closed,0.0,6550.35,2025-10-13,2025-11-25,low
CL-0000919,P-004035,auto,2025-08-05,collision,closed,0.0,1380.35,2025-08-05,2025-08-25,low
CL-0000920,P-004036,homeowners,2025-10-17,hail,closed,0.0,7072.85,2025-10-17,2025-11-04,high
CL-0000921,P-004037,auto,2024-01-24,comprehensive,closed,0.0,3762.84,2024-01-24,2024-02-09,low
CL-0000922,P-004038,commercial_property,2024-09-16,theft,open,362.72,930.12,2024-09-16,,high
CL-0000923,P-004041,auto,2024-07-23,collision,open,1706.61,3544.59,2024-07-23,,cat
CL-0000924,P-004042,auto,2025-05-06,collision,closed,0.0,6215.55,2025-05-06,2025-05-13,medium
CL-0000925,P-004045,homeowners,2024-11-09,water_damage,closed,0.0,4042.76,2024-11-09,2024-11-27,cat
CL-0000926,P-004046,homeowners,2025-07-20,water_damage,closed,0.0,4734.39,2025-07-20,2025-07-26,low
CL-0000927,P-004054,auto,2025-04-10,collision,closed,0.0,1143.48,2025-04-10,2025-05-07,high
CL-0000928,P-004056,auto,2024-06-23,comprehensive,open,821.47,1338.58,2024-06-23,,medium
CL-0000929,P-004056,auto,2024-04-26,collision,closed,0.0,1131.0,2024-04-26,2024-05-05,low
CL-0000930,P-004057,auto,2025-06-22,collision,open,2036.78,3294.6,2025-06-22,,low
CL-0000931,P-004064,auto,2024-02-27,collision,closed,0.0,614.69,2024-02-27,2024-03-05,medium
CL-0000932,P-004066,renters,2025-12-08,water_damage,closed,0.0,2164.61,2025-12-08,2025-12-24,medium
CL-0000933,P-004066,renters,2025-11-20,water_damage,closed,0.0,1816.56,2025-11-20,2025-11-24,low
CL-0000934,P-004072,homeowners,2025-04-26,fire,closed,0.0,2954.63,2025-04-26,2025-05-05,low
CL-0000935,P-004073,auto,2024-03-10,collision,closed,0.0,723.89,2024-03-10,2024-03-26,low
CL-0000936,P-004077,auto,2025-10-25,collision,open,1146.5,1928.42,2025-10-25,,medium
CL-0000937,P-004080,auto,2024-06-22,collision,closed,0.0,2228.81,2024-06-22,2024-06-24,medium
CL-0000938,P-004082,auto,2024-08-24,collision,closed,0.0,1455.83,2024-08-24,2024-09-10,low
CL-0000939,P-004090,auto,2025-10-05,comprehensive,closed,0.0,7521.12,2025-10-05,2025-10-10,low
CL-0000940,P-004100,homeowners,2024-06-08,theft,closed,0.0,3223.82,2024-06-08,2024-06-28,medium
CL-0000941,P-004121,auto,2025-11-01,comprehensive,open,579.08,1275.69,2025-11-01,,medium
CL-0000942,P-004129,renters,2025-12-21,theft,open,1966.92,2645.07,2025-12-21,,medium
CL-0000943,P-004134,homeowners,2025-05-10,hail,closed,0.0,3442.86,2025-05-10,2025-05-30,cat
CL-0000944,P-004138,auto,2024-10-15,collision,closed,0.0,935.47,2024-10-15,2024-11-10,low
CL-0000945,P-004139,auto,2025-03-17,theft,open,815.03,1069.44,2025-03-17,,low
