vehicle_id,policy_id,make,model,year,annual_mileage,telematics_score,night_driving_pct,hard_brakes_per_100km,overspeed_events_per_100km,phone_use_pct
V-002738,P-002738,Renault,Captur,2011,4270,91.0,0.222,2.0,2.6,0.427
V-002740,P-002740,Dacia,Logan,2018,12492,63.2,0.259,5.3,2.3,0.341
V-002741,P-002741,Volkswagen,Golf,2015,17446,69.1,0.257,3.2,2.7,0.213
V-002749,P-002749,Skoda,Fabia,2010,18113,68.0,0.343,0.7,2.0,0.461
V-002752,P-002752,Volkswagen,Polo,2024,12753,38.4,0.504,6.7,1.4,0.033
V-002753,P-002753,Volkswagen,Polo,2023,9074,56.4,0.049,1.8,2.6,0.068
V-002754,P-002754,Volkswagen,Polo,2022,11323,69.8,0.153,7.2,0.8,0.4
V-002755,P-002755,Volkswagen,Golf,2007,9012,70.8,0.194,5.1,2.1,0.304
V-002756,P-002756,Renault,Captur,2019,2589,51.7,0.088,3.3,4.3,0.223
V-002757,P-002757,Renault,Megane,2018,5643,77.1,0.331,0.6,5.0,0.418
V-002762,P-002762,Volkswagen,Golf,2020,24168,67.1,0.134,0.6,0.9,0.343
V-002764,P-002764,Dacia,Sandero,2005,12426,60.3,0.316,0.5,1.0,0.522
V-002771,P-002771,Renault,Captur,2011,15359,88.4,0.301,4.3,2.3,0.169
V-002773,P-002773,Volkswagen,Passat,2012,17514,58.0,0.378,1.5,4.0,0.379
V-002774,P-002774,Toyota,Yaris,2015,8043,68.8,0.314,5.4,1.5,0.47
V-002780,P-002780,Dacia,Sandero,2010,7620,82.8,0.527,11.7,2.3,0.246
V-002781,P-002781,Volkswagen,Golf,2021,18241,80.1,0.596,1.0,0.1,0.175
V-002782,P-002782,Dacia,Logan,2006,19762,71.0,0.204,3.5,0.4,0.21
V-002783,P-002783,Skoda,Octavia,2024,15669,69.7,0.227,7.4,0.6,0.178
V-002785,P-002785,Dacia,Logan,2019,10279,61.1,0.609,0.7,0.3,0.175
V-002786,P-002786,Toyota,Yaris,2017,8837,61.2,0.481,3.8,2.2,0.172
V-002789,P-002789,Dacia,Sandero,2014,3894,75.5,0.329,1.5,0.5,0.479
V-002790,P-002790,Toyota,Yaris,2013,10715,71.0,0.208,4.9,1.7,0.012
V-002792,P-002792,Toyota,RAV4,2012,7302,67.7,0.287,5.1,0.6,0.585
V-002793,P-002793,Volkswagen,Golf,2019,6779,71.3,0.215,2.4,1.7,0.293
V-002795,P-002795,Skoda,Octavia,2021,12395,63.9,0.229,9.9,6.9,0.274
V-002797,P-002797,Volkswagen,Golf,2018,24393,81.0,0.111,0.7,2.4,0.125
V-002798,P-002798,Volkswagen,Polo,2009,12765,77.0,0.624,5.8,3.8,0.253
V-002800,P-002800,Volkswagen,Passat,2013,14019,65.1,0.51,2.5,1.8,0.126
V-002806,P-002806,Renault,Megane,2015,18026,66.6,0.076,3.2,2.0,0.179
V-002809,P-002809,Dacia,Sandero,2016,10583,86.6,0.104,14.5,2.9,0.237
V-002810,P-002810,Toyota,RAV4,2010,13805,54.0,0.122,7.9,6.3,0.079
V-002811,P-002811,Toyota,Yaris,2023,11001,68.8,0.126,0.2,2.2,0.268
V-002813,P-002813,Toyota,Corolla,2005,4778,60.4,0.329,3.0,3.5,0.472
V-002814,P-002814,Volkswagen,Passat,2019,12978,59.0,0.257,3.2,1.8,0.286
V-002815,P-002815,Renault,Megane,2005,18646,80.2,0.434,13.5,4.6,0.217
V-002816,P-002816,Renault,Clio,2017,14564,67.2,0.328,2.7,1.9,0.237
V-002818,P-002818,Toyota,RAV4,2012,22454,64.2,0.468,6.1,1.4,0.296
V-002820,P-002820,Skoda,Fabia,2019,8459,76.7,0.317,7.4,0.9,0.468
V-002821,P-002821,Volkswagen,Polo,2007,4143,67.3,0.317,2.1,1.8,0.414
V-002828,P-002828,Renault,Captur,2024,6350,61.2,0.234,1.7,1.3,0.078
V-002830,P-002830,Renault,Megane,2007,9189,65.2,0.293,6.9,0.7,0.435
V-002831,P-002831,Skoda,Superb,2023,16814,37.4,0.459,1.2,0.4,0.625
V-002833,P-002833,Toyota,Yaris,2012,6447,66.0,0.108,2.7,4.4,0.203
V-002836,P-002836,Toyota,Corolla,2021,8757,46.0,0.187,4.4,3.3,0.092
V-002838,P-002838,Volkswagen,Golf,2020,16449,74.6,0.569,6.0,3.4,0.21
V-002839,P-002839,Skoda,Octavia,2008,15588,68.6,0.226,6.8,1.6,0.265
V-002844,P-002844,Renault,Captur,2016,6853,70.3,0.339,15.9,6.6,0.345
V-002846,P-002846,Toyota,RAV4,2020,16328,76.3,0.088,1.2,1.0,0.338
V-002849,P-002849,Skoda,Octavia,2021,12174,83.8,0.203,14.3,2.5,0.294
V-002850,P-002850,Skoda,Octavia,2005,9641,72.2,0.412,1.5,0.1,0.157
V-002851,P-002851,Skoda,Fabia,2020,14288,52.4,0.108,5.0,4.6,0.254
V-002854,P-002854,Renault,Megane,2005,12756,68.2,0.136,6.9,1.4,0.179
V-002856,P-002856,Skoda,Superb,2013,13067,85.5,0.101,1.9,7.3,0.061
V-002857,P-002857,Renault,Clio,2011,9007,56.7,0.174,3.7,8.1,0.42
V-002858,P-002858,Renault,Clio,2021,17802,66.6,0.248,4.8,0.8,0.678
V-002860,P-002860,Toyota,RAV4,2008,7054,75.4,0.205,3.7,1.0,0.372
V-002864,P-002864,Dacia,Sandero,2017,9824,57.6,0.078,1.4,4.2,0.202
V-002869,P-002869,Dacia,Logan,2007,22864,55.6,0.234,2.0,2.0,0.033
V-002871,P-002871,Dacia,Sandero,2014,10659,81.1,0.033,10.8,1.3,0.346
V-002874,P-002874,Toyota,Corolla,2019,18133,89.4,0.123,8.0,0.8,0.342
V-002879,P-002879,Volkswagen,Passat,2006,8853,49.6,0.181,0.4,0.1,0.09
V-002881,P-002881,Renault,Captur,2023,25983,70.5,0.226,3.6,0.2,0.086
V-002886,P-002886,Renault,Clio,2013,9249,67.5,0.186,1.8,1.3,0.552
V-002888,P-002888,Renault,Captur,2023,10175,73.8,0.032,7.5,1.8,0.197
V-002889,P-002889,Volkswagen,Passat,2017,2000,57.7,0.407,9.1,0.7,0.335
V-002894,P-002894,Toyota,Corolla,2021,8040,59.9,0.325,4.1,2.3,0.405
V-002895,P-002895,Volkswagen,Golf,2017,2912,85.4,0.283,2.5,1.6,0.19
V-002898,P-002898,Skoda,Superb,2022,25590,67.6,0.195,3.8,0.4,0.359
V-002901,P-002901,Skoda,Octavia,2018,10925,73.6,0.219,2.1,1.9,0.303
V-002903,P-002903,Skoda,Fabia,2012,5853,62.4,0.168,3.4,2.1,0.135
V-002904,P-002904,Dacia,Logan,2015,16152,46.2,0.503,2.3,2.7,0.535
V-002909,P-002909,Toyota,Corolla,2017,12176,87.8,0.325,2.9,3.7,0.395
V-002911,P-002911,Skoda,Fabia,2016,9360,74.0,0.251,3.9,0.0,0.114
V-002918,P-002918,Skoda,Octavia,2008,5752,55.8,0.087,3.5,2.2,0.124
V-002919,P-002919,Dacia,Sandero,2015,19320,71.7,0.241,9.6,0.9,0.391
V-002923,P-002923,Skoda,Fabia,2010,5136,80.7,0.352,7.4,3.3,0.469
V-002927,P-002927,Toyota,RAV4,2007,22231,59.1,0.433,3.2,5.7,0.375
V-002928,P-002928,Renault,Clio,2019,7778,76.2,0.102,7.5,2.3,0.054
V-002929,P-002929,Dacia,Sandero,2011,17134,53.6,0.511,3.6,0.8,0.256
V-002930,P-002930,Volkswagen,Passat,2014,2000,68.7,0.191,15.3,1.2,0.321
V-002933,P-002933,Dacia,Logan,2017,10345,53.4,0.32,10.5,0.8,0.332
V-002934,P-002934,Volkswagen,Polo,2019,20420,75.0,0.42,6.7,7.8,0.147
V-002935,P-002935,Volkswagen,Passat,2013,2000,70.2,0.234,2.7,1.3,0.367
V-002936,P-002936,Renault,Megane,2024,16201,82.9,0.198,4.8,2.4,0.305
V-002938,P-002938,Toyota,RAV4,2010,2000,66.7,0.624,8.7,0.5,0.206
V-002939,P-002939,Volkswagen,Golf,2012,2000,37.8,0.124,2.6,5.4,0.607
V-002945,P-002945,Volkswagen,Polo,2005,12899,73.1,0.349,3.3,9.4,0.325
V-002947,P-002947,Dacia,Duster,2014,8502,77.8,0.025,3.8,2.7,0.156
V-002950,P-002950,Volkswagen,Passat,2010,10276,68.6,0.384,3.5,0.7,0.072
V-002952,P-002952,Toyota,Yaris,2019,11201,64.9,0.547,4.8,0.6,0.182
V-002953,P-002953,Dacia,Logan,2009,11546,62.1,0.271,5.2,1.5,0.147
V-002955,P-002955,Dacia,Logan,2014,16458,76.5,0.066,3.6,1.7,0.628
V-002958,P-002958,Skoda,Superb,2007,20193,71.2,0.192,4.8,2.4,0.181
V-002962,P-002962,Dacia,Sandero,2005,10692,67.6,0.468,2.4,1.8,0.493
V-002966,P-002966,Dacia,Sandero,2014,7878,63.5,0.435,1.0,4.0,0.07
V-002967,P-002967,Dacia,Sandero,2021,2000,86.3,0.148,4.3,4.5,0.35
V-002968,P-002968,Skoda,Octavia,2007,15217,77.9,0.258,3.4,4.1,0.476
V-002969,P-002969,Volkswagen,Passat,2024,16550,76.1,0.603,0.1,0.2,0.34
V-002971,P-002971,Toyota,RAV4,2024,16092,49.0,0.176,6.0,4.8,0.293
V-002974,P-002974,Skoda,Superb,2015,24110,93.9,0.683,4.0,3.6,0.209
V-002975,P-002975,Dacia,Sandero,2022,17751,68.1,0.086,2.2,3.1,0.142
V-002976,P-002976,Dacia,Sandero,2015,18218,70.9,0.314,1.9,1.4,0.052
V-002977,P-002977,Dacia,Sandero,2014,6106,63.9,0.21,4.0,0.2,0.312
V-002980,P-002980,Volkswagen,Polo,2007,5563,66.2,0.199,2.0,2.2,0.165
V-002986,P-002986,Volkswagen,Golf,2020,2000,73.7,0.035,4.0,9.3,0.558
V-002987,P-002987,Renault,Captur,2010,10783,45.3,0.149,4.0,2.8,0.384
V-002989,P-002989,Dacia,Duster,2007,15995,90.6,0.056,1.2,0.8,0.196
V-002991,P-002991,Dacia,Logan,2017,18180,60.8,0.402,1.3,0.5,0.176
V-002993,P-002993,Skoda,Octavia,2015,12884,56.8,0.121,4.4,4.8,0.551
V-002995,P-002995,Volkswagen,Passat,2010,19565,69.0,0.309,1.7,2.3,0.387
V-003000,P-003000,Volkswagen,Passat,2018,2353,92.5,0.528,5.1,3.1,0.106
V-003001,P-003001,Toyota,Yaris,2006,21023,68.7,0.092,4.0,2.3,0.269
V-003002,P-003002,Volkswagen,Passat,2011,8957,69.7,0.277,6.3,5.0,0.392
V-003003,P-003003,Skoda,Octavia,2007,6012,76.8,0.119,2.1,1.7,0.428
V-003009,P-003009,Dacia,Logan,2007,18065,80.2,0.438,9.7,1.1,0.53
V-003012,P-003012,Dacia,Duster,2020,16087,79.5,0.124,7.9,0.1,0.217
V-003013,P-003013,Renault,Captur,2024,2000,58.7,0.284,11.6,0.8,0.133
V-003017,P-003017,Skoda,Superb,2018,12661,90.0,0.557,6.4,0.6,0.094
V-003018,P-003018,Volkswagen,Golf,2008,13875,57.4,0.789,2.4,2.9,0.38
V-003019,P-003019,Renault,Megane,2006,15752,68.8,0.266,8.4,0.7,0.255
V-003022,P-003022,Volkswagen,Polo,2010,12388,70.6,0.238,1.8,1.2,0.189
V-003023,P-003023,Volkswagen,Golf,2009,23360,51.1,0.579,3.5,1.9,0.338
V-003024,P-003024,Skoda,Fabia,2012,21217,60.6,0.199,0.5,2.8,0.025
V-003025,P-003025,Toyota,Yaris,2019,11957,81.3,0.639,6.5,2.4,0.271
V-003027,P-003027,Toyota,Yaris,2018,17398,81.0,0.204,2.9,0.7,0.568
V-003030,P-003030,Toyota,Yaris,2018,3674,80.0,0.175,14.3,0.8,0.228
V-003031,P-003031,Toyota,RAV4,2008,13673,75.8,0.142,4.1,0.9,0.33
V-003032,P-003032,Dacia,Sandero,2011,19320,83.0,0.086,1.4,0.5,0.186
V-003040,P-003040,Renault,Megane,2008,9069,82.9,0.278,1.6,1.6,0.076
V-003041,P-003041,Skoda,Fabia,2013,16847,67.9,0.06,5.0,0.7,0.436
V-003042,P-003042,Dacia,Logan,2015,17916,65.9,0.466,3.7,5.3,0.179
V-003043,P-003043,Toyota,Corolla,2016,19605,93.4,0.436,1.7,3.3,0.272
V-003044,P-003044,Skoda,Octavia,2014,12974,53.6,0.327,9.7,0.7,0.263
V-003047,P-003047,Toyota,Corolla,2010,15055,58.9,0.279,4.7,2.7,0.204
V-003049,P-003049,Dacia,Duster,2022,6966,71.7,0.685,10.7,2.5,0.051
V-003053,P-003053,Volkswagen,Golf,2013,17263,57.5,0.491,8.9,4.2,0.049
V-003055,P-003055,Volkswagen,Passat,2017,13168,75.6,0.499,1.3,2.7,0.48
V-003058,P-003058,Toyota,Corolla,2011,13556,95.8,0.138,8.6,0.3,0.109
V-003059,P-003059,Skoda,Fabia,2011,2000,45.0,0.169,3.4,0.4,0.321
V-003063,P-003063,Skoda,Fabia,2008,12781,53.8,0.136,3.2,3.1,0.342
V-003064,P-003064,Volkswagen,Passat,2023,10691,64.0,0.345,4.8,4.3,0.389
V-003065,P-003065,Renault,Captur,2024,2138,72.2,0.43,4.5,1.9,0.245
V-003067,P-003067,Renault,Megane,2015,12005,72.8,0.078,0.5,2.1,0.259
V-003068,P-003068,Dacia,Logan,2008,25580,58.7,0.31,2.6,2.5,0.152
V-003070,P-003070,Dacia,Logan,2017,15584,74.1,0.447,1.9,0.5,0.3
V-003082,P-003082,Skoda,Octavia,2012,2000,65.8,0.122,1.2,2.6,0.359
V-003083,P-003083,Volkswagen,Golf,2024,19759,88.1,0.177,7.5,0.9,0.31
V-003086,P-003086,Renault,Captur,2008,26140,65.6,0.416,1.2,0.8,0.324
V-003087,P-003087,Dacia,Sandero,2006,14787,55.2,0.018,4.4,1.8,0.062
V-003089,P-003089,Renault,Clio,2009,15735,76.4,0.061,10.4,0.1,0.348
V-003092,P-003092,Renault,Clio,2022,7144,94.1,0.276,5.1,0.1,0.133
V-003094,P-003094,Dacia,Sandero,2023,4367,49.0,0.199,1.6,2.4,0.096
V-003098,P-003098,Volkswagen,Golf,2023,8510,44.3,0.171,6.7,2.7,0.363
V-003106,P-003106,Skoda,Superb,2015,7098,80.4,0.396,5.2,6.7,0.151
V-003107,P-003107,Renault,Captur,2012,11081,88.6,0.078,4.7,1.3,0.208
V-003108,P-003108,Renault,Captur,2019,16478,57.6,0.01,9.9,2.4,0.21
V-003109,P-003109,Volkswagen,Polo,2013,13853,68.9,0.421,2.8,1.9,0.498
V-003110,P-003110,Dacia,Duster,2015,14283,69.3,0.136,9.3,2.6,0.55
V-003113,P-003113,Renault,Megane,2017,7031,80.3,0.254,1.1,4.7,0.268
V-003116,P-003116,Skoda,Octavia,2011,17257,57.3,0.332,7.0,8.0,0.042
V-003117,P-003117,Renault,Clio,2006,5998,66.5,0.58,3.0,3.6,0.084
V-003118,P-003118,Toyota,RAV4,2006,9992,73.9,0.249,2.7,1.5,0.414
V-003119,P-003119,Toyota,RAV4,2005,14860,61.9,0.301,5.9,2.0,0.356
V-003121,P-003121,Skoda,Fabia,2010,13160,65.2,0.079,3.5,1.4,0.21
V-003123,P-003123,Skoda,Octavia,2019,12118,63.1,0.59,4.7,3.0,0.284
V-003125,P-003125,Dacia,Sandero,2019,12315,63.4,0.185,0.9,1.6,0.281
V-003128,P-003128,Toyota,Corolla,2008,19486,76.6,0.162,3.8,2.7,0.609
V-003130,P-003130,Volkswagen,Passat,2013,16542,60.6,0.1,7.3,0.9,0.147
V-003134,P-003134,Renault,Clio,2011,16136,57.6,0.052,1.8,5.7,0.397
V-003135,P-003135,Toyota,Yaris,2009,5541,80.9,0.375,5.8,3.4,0.494
V-003138,P-003138,Skoda,Superb,2008,12768,56.6,0.179,2.7,1.1,0.242
V-003139,P-003139,Volkswagen,Polo,2014,14565,49.9,0.134,2.8,1.0,0.325
V-003143,P-003143,Toyota,Yaris,2018,11703,82.2,0.204,3.0,0.1,0.332
V-003145,P-003145,Renault,Megane,2021,15793,67.6,0.156,4.0,10.9,0.439
V-003147,P-003147,Dacia,Duster,2021,11838,78.5,0.278,3.5,1.6,0.269
V-003149,P-003149,Volkswagen,Golf,2013,8011,74.0,0.159,10.9,1.0,0.457
V-003150,P-003150,Dacia,Logan,2011,7362,47.0,0.123,3.5,1.3,0.081
V-003152,P-003152,Toyota,Yaris,2012,14956,75.8,0.444,1.6,2.1,0.302
V-003155,P-003155,Volkswagen,Passat,2024,11227,85.5,0.367,2.4,6.4,0.243
V-003156,P-003156,Volkswagen,Passat,2021,12113,73.3,0.029,1.2,3.7,0.107
V-003157,P-003157,Skoda,Fabia,2005,18068,63.4,0.295,7.8,0.4,0.265
V-003158,P-003158,Toyota,RAV4,2012,4666,51.5,0.276,0.4,4.2,0.107
V-003159,P-003159,Dacia,Duster,2008,10823,53.7,0.362,0.5,0.9,0.045
V-003160,P-003160,Dacia,Logan,2020,4400,79.5,0.416,1.0,2.3,0.179
V-003161,P-003161,Toyota,Corolla,2024,10950,80.2,0.416,3.0,3.7,0.469
V-003167,P-003167,Dacia,Duster,2014,10961,67.8,0.215,1.8,0.2,0.29
V-003168,P-003168,Dacia,Logan,2022,6417,72.1,0.374,1.8,0.5,0.278
V-003169,P-003169,Volkswagen,Passat,2016,9474,71.4,0.205,6.0,2.7,0.387
V-003174,P-003174,Toyota,Yaris,2013,10976,53.9,0.308,3.3,0.5,0.369
V-003177,P-003177,Skoda,Fabia,2007,11882,64.7,0.395,12.5,1.0,0.106
V-003178,P-003178,Renault,Captur,2017,6794,65.6,0.194,4.5,0.2,0.106
V-003182,P-003182,Toyota,Yaris,2006,16983,79.2,0.146,3.6,0.5,0.101
V-003184,P-003184,Toyota,RAV4,2005,18295,63.8,0.48,0.7,0.9,0.236
V-003187,P-003187,Skoda,Fabia,2006,13062,81.7,0.162,7.7,3.7,0.095
V-003189,P-003189,Dacia,Logan,2012,23106,78.7,0.176,2.8,11.7,0.102
V-003191,P-003191,Volkswagen,Polo,2018,17002,80.1,0.515,1.7,2.2,0.143
V-003199,P-003199,Renault,Captur,2024,18707,64.1,0.307,0.7,0.6,0.218
V-003201,P-003201,Dacia,Duster,2011,12290,68.1,0.095,2.5,2.6,0.123
V-003205,P-003205,Dacia,Sandero,2006,18678,61.5,0.177,1.0,2.6,0.545
V-003208,P-003208,Skoda,Superb,2024,16667,52.9,0.456,12.9,0.5,0.501
V-003210,P-003210,Skoda,Octavia,2020,16095,48.1,0.375,20.1,1.2,0.242
V-003211,P-003211,Dacia,Duster,2007,18265,69.1,0.145,2.4,1.2,0.078
V-003214,P-003214,Dacia,Duster,2015,9286,75.6,0.357,8.4,1.1,0.193
V-003215,P-003215,Dacia,Duster,2024,3793,53.7,0.501,6.7,3.5,0.152
V-003216,P-003216,Toyota,Corolla,2018,16070,80.7,0.209,5.8,4.8,0.403
V-003218,P-003218,Skoda,Superb,2019,20842,74.5,0.123,1.1,9.2,0.174
V-003220,P-003220,Dacia,Sandero,2010,8293,40.3,0.234,1.2,1.6,0.105
V-003222,P-003222,Renault,Captur,2005,8426,70.9,0.357,4.8,3.7,0.271
V-003223,P-003223,Skoda,Fabia,2022,8370,60.2,0.134,6.2,1.8,0.08
V-003224,P-003224,Volkswagen,Polo,2015,12609,84.7,0.33,6.3,2.3,0.379
V-003225,P-003225,Volkswagen,Polo,2009,5209,68.0,0.339,1.8,2.8,0.14
V-003228,P-003228,Skoda,Fabia,2011,13904,65.2,0.33,9.7,0.1,0.202
V-003232,P-003232,Renault,Clio,2006,3618,94.8,0.273,0.5,4.6,0.025
V-003235,P-003235,Skoda,Fabia,2006,13063,93.9,0.292,7.7,0.5,0.117
V-003241,P-003241,Toyota,Corolla,2008,12502,61.5,0.515,3.2,0.2,0.35
V-003245,P-003245,Toyota,Yaris,2024,10250,74.4,0.509,4.2,3.4,0.547
V-003249,P-003249,Volkswagen,Golf,2021,13147,69.8,0.139,0.6,2.3,0.258
V-003252,P-003252,Toyota,Corolla,2013,12176,39.5,0.31,5.7,3.7,0.22
V-003253,P-003253,Skoda,Octavia,2014,19402,76.6,0.64,4.9,2.1,0.108
V-003254,P-003254,Toyota,Corolla,2011,7283,66.9,0.127,1.5,2.2,0.54
V-003255,P-003255,Volkswagen,Golf,2009,20630,64.6,0.131,0.6,4.7,0.238
V-003257,P-003257,Renault,Megane,2005,9464,63.0,0.385,15.9,1.8,0.164
V-003258,P-003258,Renault,Megane,2022,22674,58.2,0.54,7.4,3.5,0.157
V-003264,P-003264,Toyota,Yaris,2008,7135,85.1,0.13,4.8,1.6,0.105
V-003266,P-003266,Toyota,Corolla,2017,19539,74.4,0.287,5.2,4.1,0.117
V-003275,P-003275,Dacia,Duster,2007,20390,74.4,0.388,8.0,5.5,0.188
V-003284,P-003284,Toyota,Corolla,2012,12846,59.6,0.411,2.7,4.8,0.271
V-003285,P-003285,Dacia,Sandero,2017,17686,51.7,0.192,11.1,1.6,0.262
V-003287,P-003287,Renault,Megane,2020,2000,79.6,0.114,10.5,0.2,0.204
V-003293,P-003293,Toyota,RAV4,2008,17050,89.6,0.214,6.7,7.5,0.193
V-003296,P-003296,Volkswagen,Polo,2021,20454,75.1,0.29,2.3,0.5,0.603
V-003300,P-003300,Volkswagen,Polo,2008,18246,65.4,0.086,2.5,0.7,0.378
V-003302,P-003302,Volkswagen,Polo,2024,16543,70.2,0.277,1.1,1.8,0.051
V-003306,P-003306,Dacia,Duster,2011,15217,76.9,0.313,0.3,5.2,0.43
V-003309,P-003309,Toyota,Corolla,2010,13457,47.8,0.364,0.5,0.8,0.116
V-003310,P-003310,Renault,Captur,2023,17637,78.8,0.339,2.9,5.2,0.45
V-003311,P-003311,Volkswagen,Golf,2024,15082,81.0,0.065,2.2,0.8,0.254
V-003313,P-003313,Renault,Clio,2012,7941,68.2,0.061,3.7,6.8,0.31
V-003319,P-003319,Volkswagen,Polo,2014,12976,74.8,0.067,3.2,3.7,0.143
V-003322,P-003322,Volkswagen,Passat,2015,2000,69.2,0.287,2.9,4.6,0.181
V-003323,P-003323,Volkswagen,Polo,2023,11213,55.7,0.306,0.5,5.7,0.406
V-003324,P-003324,Renault,Megane,2007,20313,64.8,0.078,4.2,1.2,0.173
V-003327,P-003327,Volkswagen,Polo,2006,9859,87.1,0.409,9.1,1.2,0.156
V-003328,P-003328,Toyota,Corolla,2009,8523,71.0,0.629,5.6,1.7,0.138
V-003332,P-003332,Skoda,Superb,2020,14054,70.4,0.391,2.9,2.4,0.494
V-003334,P-003334,Dacia,Duster,2018,13126,55.2,0.461,9.4,3.7,0.085
V-003336,P-003336,Skoda,Octavia,2022,2000,68.8,0.242,2.5,0.5,0.194
V-003338,P-003338,Dacia,Duster,2021,11609,58.0,0.268,7.2,4.3,0.157
V-003340,P-003340,Toyota,Yaris,2019,12491,75.3,0.534,2.3,4.2,0.538
V-003344,P-003344,Volkswagen,Polo,2006,5848,74.7,0.03,0.7,6.2,0.117
V-003348,P-003348,Dacia,Logan,2009,17914,70.2,0.336,2.0,0.7,0.028
V-003352,P-003352,Skoda,Octavia,2022,14245,61.2,0.192,2.9,1.2,0.352
V-003357,P-003357,Dacia,Duster,2012,31934,84.5,0.296,0.8,0.6,0.244
V-003358,P-003358,Dacia,Duster,2022,17994,60.6,0.401,2.9,4.5,0.256
V-003363,P-003363,Toyota,Yaris,2008,19843,84.0,0.135,6.1,1.4,0.262
V-003364,P-003364,Renault,Captur,2016,10088,50.8,0.505,1.3,2.2,0.495
V-003367,P-003367,Toyota,Yaris,2014,9600,59.6,0.404,9.0,0.6,0.224
V-003369,P-003369,Dacia,Logan,2018,12630,68.6,0.059,1.0,2.6,0.283
V-003370,P-003370,Volkswagen,Golf,2024,6078,79.0,0.23,10.3,3.2,0.444
V-003374,P-003374,Volkswagen,Golf,2019,10128,77.2,0.56,1.6,2.3,0.372
V-003386,P-003386,Dacia,Duster,2016,9475,76.5,0.339,5.8,0.3,0.034
V-003389,P-003389,Renault,Clio,2017,2000,75.2,0.57,1.3,2.6,0.153
V-003391,P-003391,Toyota,RAV4,2024,15216,75.5,0.532,3.9,0.4,0.226
V-003395,P-003395,Volkswagen,Passat,2018,10583,84.8,0.084,7.7,2.0,0.648
V-003396,P-003396,Dacia,Logan,2009,23922,65.6,0.131,8.9,2.3,0.517
V-003397,P-003397,Renault,Clio,2014,11184,85.4,0.476,1.8,1.3,0.41
V-003398,P-003398,Renault,Clio,2024,5051,79.9,0.099,0.6,2.6,0.25
V-003399,P-003399,Skoda,Superb,2024,11716,82.4,0.296,6.3,2.5,0.316
V-003401,P-003401,Skoda,Fabia,2007,6716,68.2,0.176,6.1,0.4,0.288
V-003402,P-003402,Skoda,Fabia,2008,21900,76.0,0.432,2.5,1.1,0.454
V-003406,P-003406,Skoda,Octavia,2019,23260,71.4,0.209,4.8,3.8,0.351
V-003412,P-003412,Dacia,Logan,2011,9135,77.1,0.053,3.4,1.2,0.068
V-003415,P-003415,Renault,Clio,2012,16671,80.1,0.241,3.5,5.1,0.388
V-003416,P-003416,Dacia,Logan,2018,11115,70.8,0.341,4.2,3.1,0.562
V-003418,P-003418,Skoda,Fabia,2022,14922,81.0,0.127,2.2,1.6,0.389
V-003422,P-003422,Dacia,Logan,2010,11833,58.6,0.243,10.6,3.1,0.423
V-003423,P-003423,Skoda,Superb,2016,9506,75.4,0.14,1.0,1.4,0.384
V-003426,P-003426,Toyota,Yaris,2013,16296,69.6,0.178,3.1,0.5,0.27
V-003428,P-003428,Volkswagen,Polo,2015,10734,67.7,0.63,5.8,1.7,0.525
V-003429,P-003429,Toyota,Yaris,2010,11232,97.4,0.138,10.0,5.9,0.263
V-003431,P-003431,Toyota,RAV4,2016,8203,73.4,0.168,14.5,2.8,0.415
V-003432,P-003432,Skoda,Octavia,2014,2491,62.7,0.519,6.7,2.9,0.329
V-003435,P-003435,Toyota,Yaris,2011,3899,65.8,0.282,8.6,1.0,0.405
V-003437,P-003437,Skoda,Superb,2019,15421,67.4,0.248,3.6,0.6,0.207
V-003445,P-003445,Renault,Clio,2014,7779,71.0,0.354,0.2,3.0,0.386
V-003446,P-003446,Volkswagen,Polo,2022,12155,66.3,0.268,9.1,0.6,0.295
V-003447,P-003447,Skoda,Octavia,2014,6933,72.7,0.136,9.7,2.0,0.054
V-003448,P-003448,Renault,Clio,2006,5875,66.6,0.242,4.4,10.7,0.282
V-003451,P-003451,Skoda,Octavia,2008,13051,73.8,0.139,0.6,4.2,0.2
V-003454,P-003454,Renault,Captur,2018,14066,63.3,0.329,7.7,2.7,0.124
V-003456,P-003456,Toyota,Yaris,2024,20919,72.7,0.31,2.6,4.1,0.359
V-003463,P-003463,Volkswagen,Polo,2011,7747,60.8,0.24,3.3,2.7,0.222
V-003464,P-003464,Renault,Clio,2015,16101,79.6,0.199,4.7,0.1,0.259
V-003465,P-003465,Toyota,Yaris,2011,11324,74.9,0.311,4.6,2.9,0.315
V-003469,P-003469,Skoda,Fabia,2010,12757,56.6,0.035,3.4,1.5,0.154
V-003470,P-003470,Skoda,Superb,2020,16223,62.2,0.468,3.4,1.2,0.205
V-003472,P-003472,Dacia,Sandero,2024,11576,52.2,0.101,3.4,0.1,0.18
V-003474,P-003474,Dacia,Duster,2007,11094,62.8,0.17,2.0,2.3,0.38
V-003477,P-003477,Renault,Clio,2016,6306,78.3,0.347,7.0,1.4,0.434
V-003478,P-003478,Renault,Captur,2006,8218,61.7,0.385,2.1,0.9,0.4
V-003479,P-003479,Toyota,Corolla,2023,10288,68.8,0.306,2.3,0.1,0.155
V-003480,P-003480,Toyota,Yaris,2013,13830,52.6,0.234,2.6,5.3,0.155
V-003481,P-003481,Renault,Clio,2012,20354,65.0,0.108,3.3,1.0,0.411
V-003482,P-003482,Dacia,Duster,2018,11154,82.7,0.536,4.6,3.1,0.265
