property_id,policy_id,location_type,sprinkler_grade,building_value,contents_value,year_built,construction,area_sqm,floors,has_alarm,replacement_cost
C-003256,P-003256,warehouse,None,916912.29,1292477.63,,,,,,
C-003259,P-003259,warehouse,C,3834174.0,1504548.39,,,,,,
C-003260,P-003260,retail,C,1771425.59,831543.1,,,,,,
H-003261,P-003261,,,,,2004.0,concrete,138.0,2.0,True,75245.15
H-003263,P-003263,,,,,1996.0,concrete,51.0,3.0,True,44549.27
H-003267,P-003267,,,,,2000.0,concrete,110.0,2.0,True,118836.67
H-003268,P-003268,,,,,2018.0,brick,87.0,2.0,True,85142.31
H-003269,P-003269,,,,,2000.0,wood,99.0,1.0,True,78153.8
H-003271,P-003271,,,,,2012.0,concrete,95.0,1.0,True,92334.21
H-003272,P-003272,,,,,1984.0,concrete,120.0,2.0,False,115812.84
H-003273,P-003273,,,,,2013.0,brick,167.0,2.0,True,128188.6
H-003276,P-003276,,,,,1977.0,brick,94.0,2.0,True,86210.97
H-003277,P-003277,,,,,1990.0,brick,61.0,2.0,False,47668.49
H-003280,P-003280,,,,,1998.0,concrete,162.0,2.0,True,136098.28
H-003283,P-003283,,,,,1985.0,concrete,133.0,2.0,True,124936.31
H-003286,P-003286,,,,,2018.0,concrete,64.0,2.0,True,38847.22
H-003288,P-003288,,,,,1970.0,brick,56.0,2.0,False,41209.53
H-003289,P-003289,,,,,1982.0,brick,85.0,1.0,True,86060.61
H-003291,P-003291,,,,,1992.0,brick,148.0,2.0,True,102690.23
H-003292,P-003292,,,,,2005.0,brick,66.0,1.0,False,48988.11
H-003294,P-003294,,,,,1989.0,brick,134.0,3.0,True,112161.75
H-003295,P-003295,,,,,2011.0,brick,72.0,1.0,False,77667.93
C-003297,P-003297,retail,C,4518987.14,1014102.69,,,,,,
H-003298,P-003298,,,,,2012.0,wood,115.0,2.0,True,104275.25
H-003301,P-003301,,,,,2005.0,brick,46.0,2.0,True,38706.64
C-003303,P-003303,office,B,4228212.85,506162.84,,,,,,
C-003304,P-003304,warehouse,None,3828731.45,2289908.17,,,,,,
H-003305,P-003305,,,,,1975.0,brick,127.0,2.0,False,112174.38
H-003307,P-003307,,,,,1977.0,brick,111.0,2.0,True,90272.96
H-003312,P-003312,,,,,2017.0,concrete,151.0,1.0,True,90366.75
C-003314,P-003314,office,None,169037.42,1186473.56,,,,,,
H-003315,P-003315,,,,,2004.0,brick,108.0,1.0,True,98604.53
H-003317,P-003317,,,,,1968.0,brick,68.0,2.0,True,59911.47
H-003318,P-003318,,,,,2004.0,brick,101.0,1.0,False,80746.76
H-003320,P-003320,,,,,1995.0,concrete,83.0,3.0,True,85086.53
H-003321,P-003321,,,,,1983.0,brick,140.0,2.0,True,159300.06
H-003325,P-003325,,,,,1990.0,brick,212.0,2.0,True,182971.44
H-003326,P-003326,,,,,2019.0,concrete,86.0,1.0,True,88371.52
H-003330,P-003330,,,,,1995.0,brick,153.0,3.0,False,122130.26
H-003333,P-003333,,,,,1985.0,brick,119.0,1.0,True,125242.46
H-003335,P-003335,,,,,1994.0,concrete,86.0,1.0,False,68336.97
C-003337,P-003337,warehouse,None,3385134.83,1280326.2,,,,,,
H-003341,P-003341,,,,,2012.0,brick,144.0,1.0,True,99068.98
H-003342,P-003342,,,,,1972.0,brick,116.0,2.0,True,88424.02
C-003343,P-003343,warehouse,C,1498964.87,430173.58,,,,,,
H-003345,P-003345,,,,,1995.0,brick,126.0,2.0,False,136188.22
H-003346,P-003346,,,,,1977.0,concrete,125.0,1.0,False,85614.97
H-003349,P-003349,,,,,2008.0,concrete,86.0,2.0,False,85557.11
H-003350,P-003350,,,,,1997.0,wood,89.0,1.0,True,70169.46
H-003354,P-003354,,,,,2009.0,brick,145.0,1.0,False,160215.51
H-003355,P-003355,,,,,1996.0,brick,94.0,2.0,False,72254.42
C-003356,P-003356,office,B,2343712.87,694939.18,,,,,,
C-003360,P-003360,factory,C,432563.99,1528969.79,,,,,,
C-003366,P-003366,office,A,4056894.15,1330246.96,,,,,,
C-003373,P-003373,office,C,3005442.93,360388.43,,,,,,
H-003375,P-003375,,,,,1995.0,concrete,106.0,2.0,False,105237.32
H-003376,P-003376,,,,,2016.0,brick,151.0,1.0,True,139487.42
H-003377,P-003377,,,,,1983.0,concrete,71.0,1.0,True,69831.44
H-003378,P-003378,,,,,1982.0,concrete,171.0,1.0,True,138653.7
C-003379,P-003379,office,C,4327606.99,1148973.45,,,,,,
C-003380,P-003380,office,None,1976375.54,592657.6,,,,,,
H-003381,P-003381,,,,,1979.0,brick,91.0,2.0,True,79526.82
H-003382,P-003382,,,,,1991.0,brick,76.0,2.0,True,73530.54
H-003383,P-003383,,,,,1984.0,brick,113.0,2.0,False,87363.09
H-003384,P-003384,,,,,2019.0,brick,40.0,1.0,False,27885.11
H-003387,P-003387,,,,,1976.0,brick,146.0,3.0,False,124965.82
H-003388,P-003388,,,,,2022.0,concrete,141.0,2.0,False,86667.46
H-003390,P-003390,,,,,1995.0,concrete,118.0,2.0,False,131435.31
H-003392,P-003392,,,,,2017.0,brick,123.0,2.0,False,107015.94
H-003393,P-003393,,,,,1996.0,concrete,46.0,1.0,False,44438.57
H-003394,P-003394,,,,,2005.0,brick,138.0,2.0,False,115691.45
C-003404,P-003404,factory,B,2477425.14,1710432.61,,,,,,
H-003405,P-003405,,,,,2018.0,brick,102.0,2.0,True,65949.32
H-003409,P-003409,,,,,1976.0,brick,79.0,1.0,True,90511.42
H-003410,P-003410,,,,,1991.0,concrete,114.0,1.0,False,88543.18
H-003411,P-003411,,,,,2019.0,brick,84.0,2.0,False,53723.14
C-003417,P-003417,retail,None,653836.46,1479812.29,,,,,,
H-003419,P-003419,,,,,2000.0,brick,62.0,2.0,True,51762.44
H-003420,P-003420,,,,,1980.0,brick,129.0,1.0,False,80467.21
H-003421,P-003421,,,,,1981.0,wood,86.0,1.0,True,70724.89
H-003424,P-003424,,,,,2004.0,brick,84.0,3.0,False,57641.23
H-003430,P-003430,,,,,2013.0,brick,56.0,2.0,True,56643.68
H-003433,P-003433,,,,,1999.0,concrete,112.0,2.0,False,107791.26
C-003434,P-003434,factory,B,1226598.91,470581.87,,,,,,
H-003436,P-003436,,,,,1993.0,brick,132.0,1.0,False,131439.84
C-003438,P-003438,warehouse,C,2134143.76,1391817.76,,,,,,
H-003440,P-003440,,,,,2020.0,concrete,95.0,1.0,True,89277.62
C-003443,P-003443,office,C,3439216.17,1820990.93,,,,,,
H-003449,P-003449,,,,,1965.0,brick,118.0,3.0,False,72784.35
H-003450,P-003450,,,,,1995.0,brick,121.0,1.0,True,87243.35
H-003453,P-003453,,,,,1978.0,brick,113.0,1.0,True,119989.71
H-003455,P-003455,,,,,2013.0,brick,140.0,1.0,True,119944.51
H-003457,P-003457,,,,,1981.0,brick,137.0,2.0,False,89469.45
C-003458,P-003458,office,C,4180292.36,2054974.27,,,,,,
H-003459,P-003459,,,,,2014.0,concrete,156.0,1.0,True,161985.15
H-003460,P-003460,,,,,2019.0,concrete,122.0,2.0,True,74061.93
H-003461,P-003461,,,,,1991.0,brick,107.0,2.0,True,89367.69
H-003462,P-003462,,,,,2019.0,concrete,67.0,2.0,True,52149.58
H-003467,P-003467,,,,,1993.0,concrete,71.0,2.0,True,52799.97
H-003468,P-003468,,,,,1971.0,concrete,134.0,2.0,True,121847.28
H-003473,P-003473,,,,,1969.0,concrete,89.0,1.0,True,79033.73
C-003475,P-003475,retail,B,620107.17,527024.66,,,,,,
C-003476,P-003476,warehouse,A,3748825.38,454485.44,,,,,,
H-003485,P-003485,,,,,1974.0,brick,107.0,1.0,False,70948.52
H-003486,P-003486,,,,,1984.0,brick,96.0,1.0,False,90485.92
H-003487,P-003487,,,,,1996.0,concrete,154.0,2.0,True,130396.39
C-003489,P-003489,factory,B,793295.3,1480899.93,,,,,,
H-003491,P-003491,,,,,2016.0,concrete,157.0,2.0,True,149231.16
H-003492,P-003492,,,,,1966.0,brick,92.0,1.0,True,88315.58
H-003494,P-003494,,,,,2010.0,brick,104.0,2.0,True,69581.99
H-003499,P-003499,,,,,1971.0,concrete,135.0,1.0,True,145516.12
C-003501,P-003501,warehouse,A,3616025.59,1327452.89,,,,,,
H-003502,P-003502,,,,,1992.0,concrete,51.0,1.0,False,41706.03
H-003505,P-003505,,,,,2000.0,concrete,116.0,1.0,False,87249.53
H-003506,P-003506,,,,,1991.0,brick,83.0,1.0,False,91392.28
H-003509,P-003509,,,,,2022.0,brick,43.0,1.0,False,39621.89
C-003510,P-003510,office,None,3474316.5,127343.91,,,,,,
H-003514,P-003514,,,,,1991.0,concrete,124.0,2.0,True,145244.97
H-003517,P-003517,,,,,1980.0,concrete,80.0,2.0,True,102597.57
C-003519,P-003519,warehouse,C,4325838.15,383189.68,,,,,,
H-003521,P-003521,,,,,2016.0,concrete,110.0,1.0,False,129320.02
H-003523,P-003523,,,,,2014.0,brick,84.0,2.0,True,84619.97
C-003526,P-003526,office,C,2026488.26,2139368.19,,,,,,
H-003527,P-003527,,,,,1989.0,concrete,125.0,2.0,False,106302.67
H-003531,P-003531,,,,,1976.0,brick,142.0,1.0,True,103860.2
C-003532,P-003532,warehouse,A,1117234.93,1743804.08,,,,,,
H-003538,P-003538,,,,,1973.0,brick,103.0,1.0,True,78849.91
H-003542,P-003542,,,,,1987.0,brick,78.0,2.0,True,65899.67
H-003545,P-003545,,,,,1968.0,brick,40.0,2.0,False,34166.47
C-003549,P-003549,office,B,2926296.16,1331364.9,,,,,,
H-003552,P-003552,,,,,1983.0,concrete,72.0,3.0,True,74183.29
H-003555,P-003555,,,,,1998.0,brick,54.0,1.0,False,51268.29
H-003557,P-003557,,,,,1984.0,concrete,123.0,1.0,False,97418.31
H-003558,P-003558,,,,,1981.0,concrete,108.0,1.0,False,67836.9
H-003560,P-003560,,,,,2019.0,brick,113.0,3.0,False,92274.58
H-003561,P-003561,,,,,1970.0,brick,40.0,2.0,True,51880.91
H-003562,P-003562,,,,,1968.0,brick,60.0,1.0,True,34896.66
H-003564,P-003564,,,,,1989.0,brick,128.0,2.0,False,135240.86
C-003570,P-003570,warehouse,C,3255070.61,1071339.02,,,,,,
C-003571,P-003571,retail,None,1742288.39,1072520.26,,,,,,
C-003574,P-003574,office,A,4568338.02,775432.3,,,,,,
H-003575,P-003575,,,,,1999.0,brick,163.0,3.0,True,142994.67
H-003576,P-003576,,,,,1982.0,brick,71.0,1.0,False,51629.8
H-003578,P-003578,,,,,1987.0,concrete,102.0,3.0,True,121495.72
H-003581,P-003581,,,,,2004.0,concrete,55.0,1.0,True,51859.83
H-003585,P-003585,,,,,2019.0,brick,163.0,1.0,False,141601.67
H-003590,P-003590,,,,,2011.0,brick,72.0,3.0,False,66617.88
H-003595,P-003595,,,,,2017.0,brick,122.0,2.0,True,98970.62
H-003596,P-003596,,,,,2018.0,brick,80.0,3.0,True,77448.54
C-003597,P-003597,retail,B,2278201.73,624786.12,,,,,,
C-003599,P-003599,retail,A,1409817.13,2048599.75,,,,,,
H-003602,P-003602,,,,,2003.0,brick,115.0,2.0,True,79175.57
H-003604,P-003604,,,,,1975.0,brick,142.0,1.0,True,117373.69
C-003605,P-003605,retail,A,3335447.16,728016.54,,,,,,
H-003606,P-003606,,,,,1983.0,concrete,111.0,3.0,False,110140.53
H-003607,P-003607,,,,,1989.0,concrete,131.0,2.0,False,132227.0
H-003608,P-003608,,,,,2005.0,concrete,130.0,1.0,True,166578.73
H-003609,P-003609,,,,,1987.0,brick,113.0,3.0,True,103483.08
C-003612,P-003612,warehouse,None,4936444.49,545891.09,,,,,,
C-003613,P-003613,warehouse,A,1125996.77,360664.75,,,,,,
H-003614,P-003614,,,,,1987.0,brick,102.0,1.0,True,83789.49
H-003615,P-003615,,,,,1997.0,brick,149.0,3.0,False,132565.31
H-003616,P-003616,,,,,2009.0,brick,97.0,2.0,True,82483.7
C-003619,P-003619,office,B,4130044.58,1003556.57,,,,,,
H-003622,P-003622,,,,,1972.0,brick,102.0,1.0,False,85963.15
H-003626,P-003626,,,,,2023.0,brick,175.0,1.0,True,192574.82
C-003627,P-003627,warehouse,B,607176.89,910020.81,,,,,,
H-003634,P-003634,,,,,1989.0,concrete,99.0,1.0,False,76291.38
H-003643,P-003643,,,,,1995.0,brick,141.0,2.0,True,155747.31
H-003645,P-003645,,,,,1995.0,concrete,113.0,1.0,False,62251.17
C-003646,P-003646,warehouse,B,3355552.97,278340.04,,,,,,
C-003650,P-003650,warehouse,C,4839231.84,1303724.55,,,,,,
H-003652,P-003652,,,,,2003.0,brick,137.0,2.0,True,100314.88
H-003656,P-003656,,,,,1989.0,concrete,134.0,3.0,False,116220.45
C-003657,P-003657,warehouse,B,2653636.17,820502.09,,,,,,
C-003661,P-003661,office,None,876359.86,1115325.83,,,,,,
H-003665,P-003665,,,,,1990.0,brick,204.0,1.0,False,158441.55
H-003666,P-003666,,,,,1980.0,concrete,91.0,1.0,False,101164.85
H-003667,P-003667,,,,,1976.0,brick,113.0,1.0,True,115989.15
H-003670,P-003670,,,,,1995.0,concrete,89.0,2.0,True,77946.18
H-003671,P-003671,,,,,2022.0,brick,42.0,1.0,True,34336.46
H-003673,P-003673,,,,,2010.0,brick,55.0,2.0,True,46984.55
H-003678,P-003678,,,,,1983.0,concrete,80.0,3.0,True,49486.96
H-003680,P-003680,,,,,2009.0,brick,40.0,3.0,True,44040.86
H-003683,P-003683,,,,,2012.0,concrete,97.0,1.0,False,79259.47
C-003689,P-003689,warehouse,A,3484237.16,1707917.81,,,,,,
H-003691,P-003691,,,,,2004.0,brick,148.0,1.0,False,144477.91
H-003693,P-003693,,,,,1993.0,brick,183.0,3.0,True,173096.08
H-003699,P-003699,,,,,1975.0,concrete,150.0,2.0,False,109096.51
H-003705,P-003705,,,,,1975.0,concrete,40.0,3.0,True,25991.35
C-003706,P-003706,office,A,1038101.58,2297279.72,,,,,,
H-003707,P-003707,,,,,1996.0,concrete,173.0,1.0,False,152587.87
H-003709,P-003709,,,,,2008.0,brick,73.0,1.0,True,76887.75
H-003714,P-003714,,,,,2005.0,brick,104.0,3.0,True,70390.31
H-003717,P-003717,,,,,1972.0,concrete,90.0,1.0,False,89885.6
C-003718,P-003718,office,B,1698482.46,956312.09,,,,,,
H-003720,P-003720,,,,,2001.0,brick,116.0,1.0,True,145428.72
H-003722,P-003722,,,,,2020.0,concrete,71.0,2.0,False,65474.18
H-003725,P-003725,,,,,1978.0,brick,77.0,1.0,False,82051.88
H-003726,P-003726,,,,,1987.0,brick,40.0,1.0,True,39377.38
H-003727,P-003727,,,,,2020.0,brick,114.0,1.0,False,92862.4
C-003730,P-003730,office,None,4463125.99,1593886.85,,,,,,
H-003732,P-003732,,,,,2000.0,concrete,50.0,3.0,False,30299.26
H-003733,P-003733,,,,,1967.0,brick,103.0,2.0,False,85164.78
C-003734,P-003734,warehouse,B,3041963.08,879731.65,,,,,,
H-003735,P-003735,,,,,2006.0,brick,62.0,1.0,True,57424.75
C-003736,P-003736,warehouse,B,3806369.59,1029638.55,,,,,,
H-003742,P-003742,,,,,1966.0,wood,99.0,1.0,False,81995.74
H-003745,P-003745,,,,,1987.0,concrete,79.0,1.0,True,83740.8
H-003747,P-003747,,,,,2004.0,brick,137.0,1.0,True,129953.78
H-003749,P-003749,,,,,1984.0,brick,104.0,2.0,False,125900.91
H-003752,P-003752,,,,,1978.0,wood,88.0,2.0,False,47682.93
H-003755,P-003755,,,,,1971.0,brick,60.0,2.0,False,57386.67
H-003756,P-003756,,,,,2020.0,concrete,132.0,2.0,False,143925.54
H-003759,P-003759,,,,,1979.0,brick,82.0,2.0,True,72130.9
H-003761,P-003761,,,,,1981.0,brick,114.0,1.0,False,84092.47
H-003768,P-003768,,,,,1969.0,brick,147.0,2.0,False,166543.82
H-003773,P-003773,,,,,1993.0,concrete,174.0,1.0,False,150701.67
C-003774,P-003774,office,None,3871069.98,367026.99,,,,,,
H-003776,P-003776,,,,,2012.0,concrete,96.0,1.0,False,61626.62
H-003779,P-003779,,,,,1990.0,brick,157.0,1.0,True,169907.41
H-003781,P-003781,,,,,2016.0,concrete,43.0,2.0,True,38647.9
H-003783,P-003783,,,,,1991.0,concrete,121.0,2.0,True,81609.17
H-003787,P-003787,,,,,1999.0,concrete,155.0,1.0,True,154550.1
H-003788,P-003788,,,,,1972.0,brick,89.0,3.0,False,96163.59
H-003791,P-003791,,,,,1999.0,brick,143.0,2.0,True,116335.38
C-003794,P-003794,warehouse,B,4590872.0,2116349.23,,,,,,
H-003802,P-003802,,,,,1979.0,wood,139.0,1.0,True,116346.0
C-003804,P-003804,warehouse,B,651314.25,1953236.43,,,,,,
H-003808,P-003808,,,,,1991.0,concrete,135.0,1.0,False,131360.48
H-003810,P-003810,,,,,2003.0,brick,151.0,2.0,False,120749.53
H-003811,P-003811,,,,,1980.0,concrete,110.0,1.0,False,94454.62
H-003812,P-003812,,,,,1983.0,brick,98.0,2.0,False,125096.14
H-003813,P-003813,,,,,2016.0,concrete,68.0,2.0,True,86743.5
C-003815,P-003815,office,C,3110375.86,1958581.16,,,,,,
H-003816,P-003816,,,,,1980.0,concrete,154.0,1.0,False,145173.56
H-003818,P-003818,,,,,1984.0,brick,203.0,1.0,True,139840.51
C-003821,P-003821,factory,A,4230761.1,1301091.76,,,,,,
H-003823,P-003823,,,,,1990.0,brick,130.0,1.0,True,124592.83
C-003825,P-003825,office,C,2792492.73,993852.1,,,,,,
H-003826,P-003826,,,,,2013.0,concrete,177.0,1.0,True,162370.67
H-003829,P-003829,,,,,1970.0,concrete,57.0,1.0,False,30923.52
H-003830,P-003830,,,,,1999.0,concrete,122.0,1.0,True,101614.27
H-003831,P-003831,,,,,1969.0,brick,40.0,1.0,True,39911.37
H-003832,P-003832,,,,,2014.0,concrete,108.0,1.0,True,87170.59
H-003836,P-003836,,,,,2012.0,brick,171.0,2.0,True,188332.66
H-003840,P-003840,,,,,1998.0,brick,163.0,2.0,False,143358.07
H-003843,P-003843,,,,,1973.0,concrete,106.0,2.0,False,92776.7
H-003844,P-003844,,,,,2017.0,concrete,88.0,1.0,True,75115.06
H-003845,P-003845,,,,,1975.0,brick,169.0,1.0,True,143978.18
H-003846,P-003846,,,,,2014.0,brick,88.0,2.0,True,63566.38
H-003848,P-003848,,,,,1979.0,brick,110.0,2.0,True,97745.14
H-003850,P-003850,,,,,1967.0,brick,139.0,1.0,False,128804.66
C-003852,P-003852,warehouse,C,999221.88,963246.13,,,,,,
H-003854,P-003854,,,,,1986.0,brick,40.0,1.0,True,39616.66
C-003857,P-003857,office,None,1849773.7,532249.01,,,,,,
C-003858,P-003858,factory,C,1423763.59,2084704.39,,,,,,
C-003859,P-003859,office,B,957867.0,1649181.81,,,,,,
H-003860,P-003860,,,,,2004.0,brick,142.0,1.0,True,121967.84
C-003861,P-003861,office,A,4979469.69,1838845.0,,,,,,
H-003866,P-003866,,,,,1965.0,brick,171.0,2.0,True,163934.54
H-003867,P-003867,,,,,2013.0,concrete,127.0,2.0,False,125795.31
H-003871,P-003871,,,,,2008.0,wood,169.0,2.0,True,166133.91
H-003872,P-003872,,,,,1966.0,concrete,192.0,1.0,False,138262.41
H-003875,P-003875,,,,,2003.0,brick,86.0,2.0,True,87175.36
H-003878,P-003878,,,,,2011.0,concrete,51.0,1.0,False,34663.94
H-003882,P-003882,,,,,1991.0,concrete,144.0,1.0,False,122823.97
H-003884,P-003884,,,,,2021.0,brick,145.0,1.0,False,163586.24
C-003887,P-003887,warehouse,C,1548675.08,1173405.37,,,,,,
H-003891,P-003891,,,,,1981.0,brick,156.0,2.0,True,176440.13
C-003893,P-003893,warehouse,A,4738983.8,584440.4,,,,,,
H-003904,P-003904,,,,,2018.0,brick,144.0,3.0,True,118062.82
C-003905,P-003905,factory,C,3662872.17,953433.46,,,,,,
H-003907,P-003907,,,,,1972.0,brick,107.0,2.0,True,96113.55
C-003910,P-003910,retail,B,4684090.5,1232615.0,,,,,,
H-003915,P-003915,,,,,2013.0,concrete,85.0,2.0,True,79498.13
H-003918,P-003918,,,,,2009.0,brick,75.0,2.0,False,83786.07
H-003919,P-003919,,,,,1983.0,brick,40.0,3.0,False,28952.61
H-003922,P-003922,,,,,2001.0,concrete,125.0,2.0,True,97790.23
H-003927,P-003927,,,,,2023.0,brick,126.0,1.0,True,149039.57
H-003928,P-003928,,,,,1990.0,brick,132.0,2.0,True,114892.93
C-003930,P-003930,warehouse,A,2218976.72,139645.25,,,,,,
C-003932,P-003932,office,A,1342971.96,70259.28,,,,,,
H-003935,P-003935,,,,,1996.0,concrete,131.0,1.0,False,103656.61
C-003939,P-003939,office,B,3903795.29,721676.05,,,,,,
C-003942,P-003942,warehouse,None,3824415.38,572153.35,,,,,,
H-003943,P-003943,,,,,2021.0,concrete,85.0,2.0,True,70799.95
H-003945,P-003945,,,,,1984.0,concrete,118.0,2.0,True,128158.65
H-003946,P-003946,,,,,1989.0,wood,106.0,2.0,False,97572.68
H-003947,P-003947,,,,,2005.0,brick,59.0,1.0,True,38728.79
H-003948,P-003948,,,,,1968.0,brick,140.0,1.0,False,124916.45
H-003951,P-003951,,,,,2010.0,brick,93.0,1.0,False,69926.74
H-003953,P-003953,,,,,1971.0,brick,75.0,1.0,True,73166.42
H-003956,P-003956,,,,,2004.0,brick,148.0,1.0,False,110205.48
H-003965,P-003965,,,,,1978.0,wood,163.0,1.0,True,137255.38
H-003966,P-003966,,,,,1982.0,concrete,148.0,1.0,True,152929.52
H-003968,P-003968,,,,,1995.0,brick,118.0,1.0,True,132925.59
C-003975,P-003975,warehouse,A,4584762.19,2341546.27,,,,,,
H-003982,P-003982,,,,,1978.0,brick,63.0,1.0,True,66784.61
C-003984,P-003984,retail,None,1306025.25,1629959.52,,,,,,
H-003991,P-003991,,,,,1981.0,concrete,116.0,2.0,True,81035.64
H-003993,P-003993,,,,,2005.0,brick,105.0,1.0,True,106801.81
H-003994,P-003994,,,,,2003.0,brick,60.0,2.0,False,57403.28
H-004003,P-004003,,,,,1967.0,brick,83.0,1.0,True,70667.31
C-004004,P-004004,office,C,3208997.16,1252122.9,,,,,,
H-004005,P-004005,,,,,1969.0,brick,68.0,2.0,True,73641.68
C-004006,P-004006,warehouse,None,2642855.69,1314140.17,,,,,,
H-004007,P-004007,,,,,1974.0,concrete,94.0,1.0,False,101194.57
H-004008,P-004008,,,,,2001.0,brick,79.0,3.0,True,73537.36
C-004009,P-004009,warehouse,None,189900.04,1254225.24,,,,,,
H-004012,P-004012,,,,,1965.0,brick,130.0,3.0,True,98995.97
H-004018,P-004018,,,,,2013.0,brick,144.0,3.0,True,142264.53
H-004019,P-004019,,,,,1972.0,brick,117.0,2.0,True,102955.71
H-004020,P-004020,,,,,2002.0,concrete,64.0,2.0,True,67103.64
C-004022,P-004022,retail,B,1366290.84,1617503.45,,,,,,
H-004023,P-004023,,,,,1973.0,brick,142.0,2.0,False,108858.34
H-004030,P-004030,,,,,2016.0,concrete,128.0,3.0,True,128787.43
H-004032,P-004032,,,,,1966.0,concrete,159.0,1.0,False,158986.67
H-004036,P-004036,,,,,1978.0,concrete,80.0,1.0,True,75660.91
C-004038,P-004038,office,None,1439047.26,1741518.63,,,,,,
H-004039,P-004039,,,,,2012.0,brick,88.0,1.0,True,85903.0
C-004043,P-004043,warehouse,C,1542534.64,1098071.89,,,,,,
H-004044,P-004044,,,,,1973.0,brick,57.0,3.0,True,43952.45
H-004045,P-004045,,,,,1976.0,brick,65.0,2.0,True,47955.19
H-004046,P-004046,,,,,1992.0,brick,106.0,2.0,False,63786.77
H-004050,P-004050,,,,,1998.0,brick,99.0,1.0,True,88692.29
C-004055,P-004055,factory,B,1961650.11,2401265.01,,,,,,
H-004060,P-004060,,,,,2008.0,brick,81.0,2.0,True,66069.33
H-004062,P-004062,,,,,2016.0,brick,113.0,2.0,True,115258.9
H-004063,P-004063,,,,,1991.0,concrete,114.0,2.0,False,102231.95
H-004065,P-004065,,,,,2003.0,brick,137.0,3.0,True,133089.42
H-004068,P-004068,,,,,1984.0,brick,158.0,1.0,True,180987.98
H-004069,P-004069,,,,,1978.0,concrete,109.0,2.0,False,100687.32
H-004072,P-004072,,,,,1983.0,concrete,98.0,1.0,False,99952.66
H-004081,P-004081,,,,,1969.0,brick,164.0,2.0,True,142173.26
H-004083,P-004083,,,,,1981.0,concrete,131.0,2.0,False,114495.6
H-004084,P-004084,,,,,1990.0,concrete,65.0,2.0,False,45680.42
H-004085,P-004085,,,,,2018.0,concrete,92.0,2.0,True,100075.53
H-004088,P-004088,,,,,1986.0,concrete,179.0,2.0,False,184901.77
H-004091,P-004091,,,,,1983.0,brick,170.0,1.0,False,165134.9
H-004093,P-004093,,,,,1975.0,wood,78.0,2.0,False,86233.11
H-004100,P-004100,,,,,2022.0,concrete,151.0,1.0,False,131357.35
H-004101,P-004101,,,,,1968.0,brick,52.0,2.0,False,50502.16
H-004103,P-004103,,,,,1978.0,concrete,122.0,1.0,True,125526.45
H-004104,P-004104,,,,,1985.0,brick,140.0,3.0,False,125872.08
H-004109,P-004109,,,,,1998.0,concrete,119.0,2.0,False,114166.96
H-004110,P-004110,,,,,1970.0,concrete,51.0,1.0,True,38436.32
C-004111,P-004111,retail,C,3244896.63,481150.85,,,,,,
H-004115,P-004115,,,,,2014.0,brick,196.0,3.0,True,144992.78
H-004123,P-004123,,,,,1970.0,brick,187.0,2.0,True,177349.89
C-004124,P-004124,warehouse,C,3656977.68,2378548.77,,,,,,
C-004131,P-004131,office,A,3912637.2,1513767.44,,,,,,
H-004134,P-004134,,,,,1978.0,concrete,139.0,1.0,True,91521.02
H-004136,P-004136,,,,,1997.0,brick,99.0,1.0,False,67807.14
H-004137,P-004137,,,,,2004.0,brick,131.0,1.0,False,124570.73
H-004143,P-004143,,,,,2016.0,concrete,93.0,2.0,True,107076.78
H-004145,P-004145,,,,,1980.0,brick,127.0,1.0,True,113334.07
C-004146,P-004146,office,B,2991091.8,399327.12,,,,,,
H-004151,P-004151,,,,,2015.0,wood,106.0,3.0,True,108029.37
H-004152,P-004152,,,,,1967.0,brick,71.0,1.0,True,70686.52
C-004157,P-004157,office,C,1996697.17,1884196.22,,,,,,
H-004160,P-004160,,,,,1997.0,brick,126.0,2.0,True,71618.21
C-004163,P-004163,factory,C,958206.72,1514513.36,,,,,,
H-004167,P-004167,,,,,2019.0,brick,103.0,2.0,False,93135.45
H-004168,P-004168,,,,,1979.0,concrete,105.0,2.0,False,88097.97
H-004171,P-004171,,,,,1987.0,brick,166.0,2.0,True,135100.58
H-004172,P-004172,,,,,1998.0,brick,75.0,1.0,True,61748.28
H-004173,P-004173,,,,,1998.0,brick,80.0,1.0,False,55479.13
C-004176,P-004176,office,None,2250503.86,238549.96,,,,,,
H-004177,P-004177,,,,,1979.0,concrete,174.0,1.0,True,116740.09
H-004179,P-004179,,,,,1975.0,brick,66.0,1.0,True,54091.0
H-004180,P-004180,,,,,1983.0,concrete,79.0,2.0,True,76955.37
C-004185,P-004185,factory,C,4959288.57,2232623.79,,,,,,
C-004186,P-004186,factory,A,964226.39,1460563.53,,,,,,
H-004188,P-004188,,,,,2001.0,brick,156.0,2.0,True,152371.82
H-004191,P-004191,,,,,1974.0,concrete,160.0,1.0,True,153915.12
C-004193,P-004193,warehouse,B,4719418.42,2295308.12,,,,,,
H-004195,P-004195,,,,,2004.0,brick,124.0,2.0,False,93313.38
H-004199,P-004199,,,,,1990.0,brick,86.0,3.0,False,78783.68
H-004200,P-004200,,,,,1975.0,concrete,115.0,1.0,False,99450.29
H-004203,P-004203,,,,,1982.0,brick,120.0,1.0,False,96439.06
C-004204,P-004204,warehouse,A,3044571.93,2064694.98,,,,,,
H-004206,P-004206,,,,,2011.0,concrete,136.0,1.0,False,103346.52
