unit_id,policy_id,personal_property_limit,roommates_count,building_type
R-004790,P-004790,50000.0,2,block
R-004793,P-004793,15000.0,1,block
R-004795,P-004795,35000.0,0,block
R-004798,P-004798,15000.0,1,block
R-004805,P-004805,25000.0,2,block
R-004811,P-004811,25000.0,1,block
R-004813,P-004813,15000.0,1,block
R-004818,P-004818,25000.0,0,house
R-004825,P-004825,35000.0,2,block
R-004826,P-004826,35000.0,2,block
R-004827,P-004827,15000.0,1,block
R-004840,P-004840,25000.0,0,block
R-004852,P-004852,35000.0,0,block
R-004853,P-004853,50000.0,1,block
R-004859,P-004859,25000.0,2,block
R-004861,P-004861,25000.0,0,block
R-004876,P-004876,15000.0,2,house
R-004897,P-004897,25000.0,2,block
R-004904,P-004904,35000.0,0,block
R-004907,P-004907,35000.0,1,block
R-004919,P-004919,50000.0,2,block
R-004920,P-004920,50000.0,2,block
R-004921,P-004921,15000.0,2,block
R-004927,P-004927,35000.0,0,house
R-004939,P-004939,25000.0,1,house
R-004955,P-004955,15000.0,2,block
R-004962,P-004962,35000.0,2,block
R-004966,P-004966,25000.0,1,block
R-004994,P-004994,25000.0,2,block
R-005001,P-005001,50000.0,2,house
R-005003,P-005003,35000.0,1,house
R-005004,P-005004,25000.0,2,block
R-005012,P-005012,25000.0,0,block
R-005016,P-005016,25000.0,1,block
R-005018,P-005018,25000.0,2,block
R-005026,P-005026,15000.0,2,house
R-005028,P-005028,25000.0,0,house
R-005030,P-005030,25000.0,1,house
R-005034,P-005034,25000.0,2,block
R-005044,P-005044,15000.0,1,block
R-005050,P-005050,15000.0,1,block
R-005052,P-005052,15000.0,1,block
R-005066,P-005066,50000.0,1,house
R-005069,P-005069,35000.0,1,house
R-005070,P-005070,25000.0,0,block
R-005074,P-005074,25000.0,2,block
R-005075,P-005075,35000.0,2,block
R-005080,P-005080,50000.0,2,block
R-005081,P-005081,50000.0,0,block
R-005083,P-005083,15000.0,0,block
R-005084,P-005084,50000.0,1,block
R-005089,P-005089,25000.0,2,block
R-005092,P-005092,25000.0,2,block
R-005102,P-005102,15000.0,0,house
R-005107,P-005107,35000.0,2,block
R-005116,P-005116,25000.0,1,block
R-005125,P-005125,15000.0,2,block
R-005140,P-005140,50000.0,0,block
R-005141,P-005141,35000.0,0,block
R-005147,P-005147,25000.0,0,block
R-005159,P-005159,15000.0,0,block
R-005162,P-005162,15000.0,2,block
R-005164,P-005164,25000.0,1,house
R-005165,P-005165,25000.0,0,block
R-005185,P-005185,15000.0,0,block
R-005187,P-005187,35000.0,0,block
R-005188,P-005188,35000.0,0,block
R-005192,P-005192,35000.0,1,block
R-005200,P-005200,25000.0,0,block
R-005225,P-005225,15000.0,2,block
R-005229,P-005229,15000.0,2,block
R-005234,P-005234,15000.0,2,block
R-005235,P-005235,25000.0,1,block
R-005236,P-005236,25000.0,0,block
R-005240,P-005240,35000.0,2,house
R-005246,P-005246,25000.0,0,block
R-005249,P-005249,25000.0,2,block
R-005253,P-005253,35000.0,2,block
R-005256,P-005256,25000.0,0,block
R-005267,P-005267,35000.0,0,block
R-005283,P-005283,35000.0,0,block
R-005291,P-005291,35000.0,2,block
R-005296,P-005296,35000.0,2,block
R-005308,P-005308,25000.0,1,block
R-005310,P-005310,25000.0,1,block
R-005316,P-005316,35000.0,1,house
R-005325,P-005325,35000.0,1,block
R-005329,P-005329,15000.0,2,block
R-005335,P-005335,25000.0,0,block
R-005356,P-005356,15000.0,0,block
R-005367,P-005367,15000.0,0,block
R-005371,P-005371,15000.0,0,block
R-005379,P-005379,25000.0,1,house
R-005384,P-005384,50000.0,2,block
R-005387,P-005387,25000.0,2,block
R-005404,P-005404,35000.0,0,house
R-005406,P-005406,15000.0,1,block
R-005409,P-005409,25000.0,1,house
R-005418,P-005418,25000.0,2,block
R-005427,P-005427,25000.0,1,block
R-005430,P-005430,35000.0,1,block
R-005438,P-005438,15000.0,1,block
R-005442,P-005442,25000.0,1,block
R-005444,P-005444,25000.0,1,house
R-005479,P-005479,25000.0,2,block
R-005482,P-005482,15000.0,1,block
R-005485,P-005485,15000.0,1,block
R-005494,P-005494,15000.0,0,block
R-005517,P-005517,35000.0,0,block
R-005519,P-005519,25000.0,0,block
R-005527,P-005527,35000.0,2,block
R-005528,P-005528,15000.0,1,house
R-005537,P-005537,15000.0,1,block
R-005538,P-005538,25000.0,1,block
R-005544,P-005544,15000.0,0,block
R-005554,P-005554,35000.0,2,block
R-005573,P-005573,15000.0,1,block
R-005576,P-005576,25000.0,0,block
R-005579,P-005579,35000.0,1,house
R-005590,P-005590,25000.0,2,block
R-005612,P-005612,50000.0,0,house
R-005616,P-005616,35000.0,0,block
R-005617,P-005617,15000.0,0,block
R-005621,P-005621,25000.0,1,block
R-005623,P-005623,25000.0,1,block
R-005628,P-005628,25000.0,2,block
R-005637,P-005637,15000.0,1,block
R-005652,P-005652,25000.0,2,block
R-005661,P-005661,25000.0,0,block
R-005668,P-005668,25000.0,0,block
R-005671,P-005671,25000.0,2,block
R-005674,P-005674,15000.0,0,block
R-005675,P-005675,35000.0,1,house
R-005678,P-005678,25000.0,0,block
R-005683,P-005683,35000.0,0,block
R-005685,P-005685,50000.0,1,block
R-005700,P-005700,35000.0,2,house
R-005701,P-005701,15000.0,1,block
R-005705,P-005705,50000.0,2,block
R-005716,P-005716,25000.0,0,block
R-005718,P-005718,25000.0,1,block
R-005729,P-005729,50000.0,0,block
R-005747,P-005747,25000.0,2,block
R-005753,P-005753,25000.0,1,block
R-005765,P-005765,25000.0,0,block
R-005769,P-005769,15000.0,1,block
R-005772,P-005772,35000.0,2,block
R-005773,P-005773,50000.0,1,block
R-005777,P-005777,50000.0,0,block
R-005778,P-005778,25000.0,1,block
R-005783,P-005783,25000.0,2,block
R-005789,P-005789,15000.0,1,block
R-005791,P-005791,15000.0,0,block
R-005793,P-005793,15000.0,2,block
R-005796,P-005796,25000.0,0,block
R-005803,P-005803,35000.0,2,block
R-005808,P-005808,15000.0,0,block
R-005813,P-005813,50000.0,1,block
R-005818,P-005818,15000.0,1,house
R-005824,P-005824,35000.0,2,block
R-005844,P-005844,15000.0,1,house
R-005889,P-005889,25000.0,0,block
R-005890,P-005890,25000.0,1,house
R-005894,P-005894,35000.0,1,block
R-005902,P-005902,25000.0,2,block
R-005912,P-005912,15000.0,0,block
R-005917,P-005917,35000.0,1,block
R-005922,P-005922,35000.0,2,block
R-005931,P-005931,50000.0,0,block
R-005933,P-005933,25000.0,0,block
R-005937,P-005937,15000.0,2,house
R-005938,P-005938,15000.0,1,block
R-005940,P-005940,50000.0,0,house
R-005945,P-005945,25000.0,1,block
R-005952,P-005952,25000.0,2,block
R-005953,P-005953,15000.0,0,house
R-005954,P-005954,15000.0,1,block
R-005963,P-005963,50000.0,1,block
R-005968,P-005968,15000.0,2,house
R-005970,P-005970,25000.0,1,block
R-005976,P-005976,15000.0,2,block
R-005977,P-005977,15000.0,2,block
R-005991,P-005991,25000.0,1,block
R-005993,P-005993,15000.0,2,house
R-005998,P-005998,15000.0,0,block
R-006003,P-006003,15000.0,0,house
R-006005,P-006005,25000.0,1,house
R-006013,P-006013,25000.0,0,block
R-006022,P-006022,25000.0,2,block
R-006028,P-006028,25000.0,0,block
R-006037,P-006037,25000.0,2,block
R-006038,P-006038,25000.0,2,block
R-006044,P-006044,25000.0,1,block
R-006058,P-006058,15000.0,0,block
R-006061,P-006061,15000.0,2,block
R-006068,P-006068,15000.0,0,house
R-006109,P-006109,35000.0,2,block
R-006110,P-006110,25000.0,2,block
R-006111,P-006111,35000.0,0,block
R-006117,P-006117,25000.0,1,house
R-006120,P-006120,25000.0,2,block
R-006121,P-006121,35000.0,1,block
R-006128,P-006128,25000.0,2,block
R-006143,P-006143,25000.0,0,block
R-006146,P-006146,35000.0,2,block
R-006150,P-006150,15000.0,2,block
R-006151,P-006151,25000.0,0,block
R-006161,P-006161,25000.0,2,block
R-006176,P-006176,25000.0,1,block
R-006182,P-006182,15000.0,0,block
R-006191,P-006191,25000.0,1,block
R-006206,P-006206,15000.0,2,house
R-006219,P-006219,35000.0,2,block
R-006224,P-006224,15000.0,0,block
R-006236,P-006236,15000.0,2,block
R-006240,P-006240,35000.0,0,house
R-006245,P-006245,50000.0,2,block
R-006261,P-006261,35000.0,0,block
R-006271,P-006271,25000.0,0,block
R-006274,P-006274,35000.0,1,house
R-006293,P-006293,25000.0,0,block
R-006295,P-006295,35000.0,0,block
R-006308,P-006308,25000.0,2,block
R-006309,P-006309,15000.0,2,house
R-006317,P-006317,50000.0,1,block
R-006337,P-006337,25000.0,1,block
R-006338,P-006338,50000.0,2,block
R-006341,P-006341,35000.0,0,block
R-006345,P-006345,35000.0,1,block
R-006354,P-006354,25000.0,1,block
R-006357,P-006357,15000.0,2,block
R-006360,P-006360,25000.0,0,block
R-006365,P-006365,25000.0,1,house
R-006371,P-006371,25000.0,2,house
R-006388,P-006388,25000.0,1,block
R-006390,P-006390,25000.0,0,block
R-006391,P-006391,25000.0,1,block
R-006399,P-006399,25000.0,1,block
R-006402,P-006402,25000.0,1,block
R-006410,P-006410,35000.0,0,block
R-006430,P-006430,25000.0,1,block
R-006431,P-006431,25000.0,0,house
R-006434,P-006434,35000.0,0,block
R-006437,P-006437,25000.0,2,block
R-006448,P-006448,35000.0,2,block
R-006449,P-006449,25000.0,0,block
R-006452,P-006452,15000.0,1,block
R-006461,P-006461,25000.0,2,block
R-006463,P-006463,25000.0,2,block
R-006465,P-006465,35000.0,2,block
R-006468,P-006468,35000.0,1,block
R-006469,P-006469,25000.0,2,block
R-006472,P-006472,50000.0,1,block
R-006473,P-006473,15000.0,2,house
R-006474,P-006474,25000.0,2,block
R-006488,P-006488,35000.0,1,block
R-006508,P-006508,25000.0,1,block
R-006509,P-006509,25000.0,2,house
R-006516,P-006516,25000.0,2,block
R-006536,P-006536,15000.0,1,block
R-006546,P-006546,25000.0,0,block
R-006549,P-006549,15000.0,1,block
R-006551,P-006551,35000.0,2,block
R-006552,P-006552,15000.0,2,block
R-006553,P-006553,35000.0,2,block
R-006558,P-006558,35000.0,1,block
R-006565,P-006565,35000.0,2,block
R-006566,P-006566,35000.0,2,block
R-006568,P-006568,15000.0,2,house
R-006572,P-006572,25000.0,0,block
R-006576,P-006576,35000.0,2,block
R-006593,P-006593,35000.0,2,block
R-006596,P-006596,35000.0,2,block
R-006601,P-006601,25000.0,1,block
R-006605,P-006605,35000.0,0,block
R-006606,P-006606,25000.0,0,block
R-006609,P-006609,35000.0,2,block
R-006612,P-006612,35000.0,0,block
R-006631,P-006631,35000.0,0,house
R-006635,P-006635,25000.0,0,block
R-006643,P-006643,50000.0,0,block
R-006652,P-006652,50000.0,1,block
R-006654,P-006654,15000.0,1,block
R-006659,P-006659,15000.0,1,block
R-006668,P-006668,15000.0,2,house
R-006670,P-006670,15000.0,2,block
R-006681,P-006681,35000.0,2,block
R-006688,P-006688,25000.0,2,block
R-006689,P-006689,25000.0,0,block
R-006699,P-006699,15000.0,0,block
R-006700,P-006700,35000.0,2,block
R-006708,P-006708,25000.0,2,block
R-006716,P-006716,35000.0,1,block
R-006717,P-006717,35000.0,0,block
R-006719,P-006719,15000.0,0,block
R-006724,P-006724,25000.0,1,block
R-006732,P-006732,25000.0,1,block
R-006739,P-006739,35000.0,2,block
R-006745,P-006745,35000.0,0,block
R-006746,P-006746,35000.0,1,block
R-006748,P-006748,25000.0,1,house
R-006749,P-006749,25000.0,0,block
R-006750,P-006750,25000.0,1,block
R-006756,P-006756,15000.0,1,block
R-006759,P-006759,50000.0,0,block
R-006768,P-006768,15000.0,2,block
R-006771,P-006771,15000.0,1,house
R-006772,P-006772,35000.0,1,block
R-006778,P-006778,25000.0,1,house
R-006780,P-006780,35000.0,1,house
R-006793,P-006793,25000.0,1,block
R-006796,P-006796,25000.0,1,house
R-006800,P-006800,25000.0,2,block
R-006802,P-006802,50000.0,2,block
R-006815,P-006815,35000.0,1,block
R-006817,P-006817,35000.0,2,block
R-006819,P-006819,25000.0,2,block
R-006821,P-006821,25000.0,1,house
R-006880,P-006880,25000.0,1,block
R-006883,P-006883,35000.0,2,block
R-006890,P-006890,35000.0,1,block
R-006894,P-006894,25000.0,2,block
R-006895,P-006895,50000.0,2,block
R-006900,P-006900,25000.0,0,house
R-006916,P-006916,15000.0,0,block
R-006920,P-006920,35000.0,0,block
R-006923,P-006923,25000.0,2,house
R-006924,P-006924,15000.0,2,block
R-006925,P-006925,25000.0,2,block
R-006937,P-006937,25000.0,0,house
R-006948,P-006948,25000.0,0,block
R-006950,P-006950,25000.0,0,block
R-006951,P-006951,25000.0,1,block
R-006957,P-006957,25000.0,2,house
R-006965,P-006965,25000.0,1,block
R-006969,P-006969,25000.0,0,house
R-006986,P-006986,35000.0,2,block
R-006995,P-006995,25000.0,1,block
R-007001,P-007001,25000.0,1,house
R-007005,P-007005,50000.0,1,block
R-007010,P-007010,50000.0,1,block
R-007013,P-007013,35000.0,1,block
R-007015,P-007015,25000.0,0,block
R-007021,P-007021,25000.0,2,block
R-007025,P-007025,35000.0,0,block
R-007031,P-007031,25000.0,2,block
R-007045,P-007045,35000.0,2,block
R-007051,P-007051,35000.0,2,house
R-007059,P-007059,35000.0,2,block
R-007082,P-007082,25000.0,1,block
R-007094,P-007094,15000.0,0,block
R-007100,P-007100,35000.0,0,house
R-007105,P-007105,25000.0,1,house
R-007106,P-007106,35000.0,0,block
R-007108,P-007108,50000.0,2,block
R-007141,P-007141,25000.0,2,block
R-007149,P-007149,25000.0,2,block
R-007151,P-007151,15000.0,2,house
R-007154,P-007154,35000.0,0,block
R-007163,P-007163,25000.0,2,house
R-007190,P-007190,25000.0,0,block
R-007192,P-007192,35000.0,2,block
R-007196,P-007196,50000.0,1,block
R-007198,P-007198,25000.0,1,block
R-007207,P-007207,35000.0,0,block
R-007209,P-007209,15000.0,0,block
R-007212,P-007212,15000.0,1,block
R-007214,P-007214,15000.0,2,block
R-007231,P-007231,35000.0,1,block
R-007232,P-007232,35000.0,1,house
R-007237,P-007237,25000.0,2,block
R-007240,P-007240,15000.0,2,block
R-007243,P-007243,25000.0,0,block
R-007256,P-007256,50000.0,0,house
R-007262,P-007262,35000.0,2,block
R-007270,P-007270,25000.0,2,block
R-007271,P-007271,35000.0,0,house
R-007276,P-007276,25000.0,2,block
R-007287,P-007287,25000.0,2,house
R-007289,P-007289,35000.0,0,block
R-007310,P-007310,50000.0,0,house
R-007316,P-007316,15000.0,1,block
R-007328,P-007328,15000.0,1,block
R-007332,P-007332,15000.0,0,house
R-007334,P-007334,15000.0,0,block
R-007342,P-007342,15000.0,1,block
R-007352,P-007352,15000.0,1,block
R-007355,P-007355,25000.0,0,block
R-007357,P-007357,25000.0,1,block
R-007367,P-007367,25000.0,2,block
R-007377,P-007377,25000.0,0,block
R-007378,P-007378,25000.0,2,block
R-007401,P-007401,50000.0,0,block
R-007418,P-007418,35000.0,0,block
R-007429,P-007429,35000.0,1,block
R-007432,P-007432,35000.0,2,block
R-007438,P-007438,35000.0,0,block
R-007440,P-007440,25000.0,2,block
R-007444,P-007444,25000.0,0,block
R-007446,P-007446,35000.0,1,block
R-007449,P-007449,50000.0,2,block
R-007452,P-007452,50000.0,0,block
R-007459,P-007459,50000.0,1,block
R-007463,P-007463,15000.0,2,block
R-007464,P-007464,35000.0,2,block
R-007466,P-007466,15000.0,1,block
R-007469,P-007469,25000.0,0,block
R-007470,P-007470,25000.0,2,house
R-007472,P-007472,25000.0,0,block
R-007473,P-007473,15000.0,1,house
R-007489,P-007489,35000.0,0,block
R-007497,P-007497,25000.0,2,block
R-007513,P-007513,25000.0,2,block
R-007514,P-007514,15000.0,1,house
R-007519,P-007519,15000.0,2,block
R-007526,P-007526,25000.0,2,block
R-007545,P-007545,50000.0,0,block
R-007568,P-007568,25000.0,1,house
R-007571,P-007571,35000.0,0,block
R-007576,P-007576,25000.0,1,house
R-007577,P-007577,35000.0,1,house
R-007580,P-007580,35000.0,1,block
R-007585,P-007585,25000.0,2,house
R-007586,P-007586,15000.0,0,block
R-007606,P-007606,35000.0,1,block
R-007608,P-007608,15000.0,1,block
R-007611,P-007611,35000.0,1,house
R-007612,P-007612,25000.0,0,block
R-007619,P-007619,35000.0,2,house
R-007625,P-007625,25000.0,0,block
R-007626,P-007626,25000.0,2,block
R-007627,P-007627,25000.0,0,block
R-007637,P-007637,50000.0,1,block
R-007642,P-007642,25000.0,2,house
R-007662,P-007662,35000.0,1,block
R-007663,P-007663,15000.0,2,block
R-007668,P-007668,25000.0,0,block
R-007671,P-007671,50000.0,0,block
R-007674,P-007674,15000.0,0,block
R-007675,P-007675,50000.0,1,block
R-007679,P-007679,25000.0,0,block
R-007681,P-007681,35000.0,1,block
R-007687,P-007687,15000.0,0,block
R-007695,P-007695,50000.0,1,block
R-007703,P-007703,25000.0,2,block
R-007705,P-007705,25000.0,0,block
R-007706,P-007706,15000.0,2,house
R-007707,P-007707,35000.0,1,block
R-007713,P-007713,25000.0,1,block
R-007715,P-007715,35000.0,0,block
R-007747,P-007747,35000.0,2,block
R-007753,P-007753,15000.0,0,block
R-007757,P-007757,25000.0,2,block
R-007758,P-007758,15000.0,2,house
R-007759,P-007759,15000.0,0,house
R-007811,P-007811,25000.0,1,house
R-007816,P-007816,25000.0,0,house
R-007826,P-007826,35000.0,0,block
R-007827,P-007827,25000.0,1,block
R-007828,P-007828,25000.0,1,block
R-007834,P-007834,25000.0,1,house
R-007843,P-007843,25000.0,1,block
R-007846,P-007846,15000.0,0,block
R-007847,P-007847,25000.0,0,block
R-007848,P-007848,35000.0,2,block
R-007859,P-007859,25000.0,0,block
R-007867,P-007867,25000.0,0,house
R-007869,P-007869,25000.0,2,block
R-007871,P-007871,25000.0,2,block
R-007875,P-007875,25000.0,0,block
R-007886,P-007886,25000.0,2,block
R-007895,P-007895,25000.0,0,block
R-007900,P-007900,50000.0,2,house
R-007901,P-007901,15000.0,0,block
R-007906,P-007906,25000.0,2,block
R-007910,P-007910,50000.0,2,house
R-007911,P-007911,25000.0,0,block
R-007919,P-007919,25000.0,1,block
R-007923,P-007923,25000.0,0,block
R-007930,P-007930,35000.0,0,block
R-007931,P-007931,15000.0,2,house
R-007937,P-007937,50000.0,2,house
R-007945,P-007945,50000.0,2,block
R-007947,P-007947,25000.0,2,house
R-007951,P-007951,25000.0,1,block
R-007959,P-007959,25000.0,1,block
R-007960,P-007960,25000.0,2,block
R-007971,P-007971,25000.0,2,block
R-007976,P-007976,25000.0,1,block
R-007994,P-007994,15000.0,1,block
R-008008,P-008008,50000.0,2,block
R-008018,P-008018,15000.0,1,block
R-008043,P-008043,35000.0,0,block
R-008046,P-008046,35000.0,0,block
R-008055,P-008055,25000.0,0,block
R-008072,P-008072,25000.0,2,house
R-008075,P-008075,25000.0,0,block
R-008092,P-008092,15000.0,0,block
R-008093,P-008093,25000.0,1,block
R-008099,P-008099,25000.0,2,block
R-008105,P-008105,50000.0,2,block
R-008118,P-008118,25000.0,2,block
R-008125,P-008125,15000.0,1,block
R-008158,P-008158,35000.0,0,block
R-008159,P-008159,35000.0,1,block
R-008161,P-008161,35000.0,1,block
R-008163,P-008163,35000.0,0,block
R-008166,P-008166,25000.0,2,block
R-008175,P-008175,25000.0,0,block
R-008184,P-008184,15000.0,1,block
R-008191,P-008191,15000.0,2,house
R-008196,P-008196,25000.0,1,block
R-008198,P-008198,15000.0,1,house
R-008200,P-008200,25000.0,0,block
R-008209,P-008209,15000.0,0,block
R-008215,P-008215,35000.0,2,block
R-008243,P-008243,50000.0,1,block
R-008249,P-008249,15000.0,2,block
R-008251,P-008251,25000.0,0,block
R-008252,P-008252,35000.0,2,block
R-008254,P-008254,25000.0,0,block
R-008259,P-008259,25000.0,0,block
R-008262,P-008262,25000.0,1,block
R-008278,P-008278,15000.0,0,house
R-008279,P-008279,25000.0,1,block
R-008290,P-008290,35000.0,1,block
R-008297,P-008297,50000.0,0,block
R-008302,P-008302,25000.0,2,block
R-008313,P-008313,15000.0,0,block
R-008317,P-008317,25000.0,1,house
R-008327,P-008327,15000.0,1,block
R-008328,P-008328,35000.0,0,block
R-008339,P-008339,15000.0,1,house
R-008363,P-008363,15000.0,2,block
R-008365,P-008365,25000.0,1,block
R-008380,P-008380,25000.0,2,block
R-008389,P-008389,50000.0,2,block
R-008394,P-008394,25000.0,0,block
R-008397,P-008397,35000.0,2,block
R-008399,P-008399,25000.0,2,house
R-008403,P-008403,25000.0,2,block
R-008404,P-008404,25000.0,0,block
R-008407,P-008407,25000.0,1,block
R-008409,P-008409,25000.0,2,block
R-008410,P-008410,15000.0,2,block
R-008413,P-008413,25000.0,1,block
R-008438,P-008438,25000.0,0,house
R-008440,P-008440,25000.0,0,block
R-008441,P-008441,35000.0,0,house
R-008442,P-008442,15000.0,1,block
R-008462,P-008462,25000.0,2,block
R-008470,P-008470,15000.0,1,block
R-008474,P-008474,15000.0,2,house
R-008480,P-008480,25000.0,0,block
R-008492,P-008492,50000.0,1,block
R-008509,P-008509,35000.0,1,house
R-008511,P-008511,25000.0,2,block
R-008515,P-008515,15000.0,0,block
R-008522,P-008522,25000.0,0,block
R-008526,P-008526,25000.0,1,block
R-008530,P-008530,35000.0,1,block
R-008533,P-008533,25000.0,0,house
R-008540,P-008540,35000.0,0,block
R-008542,P-008542,25000.0,0,block
R-008565,P-008565,15000.0,1,block
R-008580,P-008580,25000.0,2,house
R-008589,P-008589,15000.0,1,block
R-008590,P-008590,35000.0,1,block
R-008597,P-008597,25000.0,1,block
R-008601,P-008601,25000.0,2,block
R-008604,P-008604,35000.0,2,block
R-008615,P-008615,15000.0,0,house
R-008623,P-008623,35000.0,2,block
R-008625,P-008625,25000.0,2,block
R-008628,P-008628,25000.0,1,block
R-008629,P-008629,15000.0,0,block
R-008644,P-008644,25000.0,1,house
R-008647,P-008647,35000.0,2,block
R-008670,P-008670,25000.0,2,block
R-008682,P-008682,35000.0,0,block
R-008684,P-008684,35000.0,2,block
R-008697,P-008697,25000.0,1,house
R-008699,P-008699,35000.0,0,block
R-008702,P-008702,25000.0,0,block
R-008705,P-008705,25000.0,0,block
R-008711,P-008711,25000.0,0,block
R-008715,P-008715,15000.0,0,block
R-008725,P-008725,25000.0,2,block
R-008731,P-008731,25000.0,1,block
R-008734,P-008734,15000.0,1,block
R-008737,P-008737,35000.0,2,house
R-008743,P-008743,25000.0,1,house
R-008747,P-008747,15000.0,1,house
R-008763,P-008763,35000.0,2,house
R-008765,P-008765,35000.0,2,house
R-008768,P-008768,25000.0,2,block
R-008773,P-008773,35000.0,2,block
R-008777,P-008777,35000.0,2,block
R-008780,P-008780,25000.0,0,block
R-008782,P-008782,25000.0,1,block
R-008786,P-008786,15000.0,0,house
R-008788,P-008788,50000.0,0,block
R-008790,P-008790,15000.0,1,house
R-008792,P-008792,15000.0,2,house
R-008798,P-008798,35000.0,0,block
R-008806,P-008806,35000.0,1,block
R-008816,P-008816,25000.0,2,house
R-008822,P-008822,35000.0,0,house
R-008841,P-008841,25000.0,0,block
R-008844,P-008844,50000.0,1,house
R-008845,P-008845,35000.0,1,house
R-008854,P-008854,15000.0,1,block
R-008859,P-008859,25000.0,1,block
R-008862,P-008862,35000.0,2,block
R-008887,P-008887,15000.0,0,block
R-008889,P-008889,25000.0,0,block
R-008898,P-008898,50000.0,2,house
R-008905,P-008905,25000.0,1,block
R-008907,P-008907,35000.0,1,house
R-008913,P-008913,35000.0,1,house
R-008915,P-008915,15000.0,0,block
R-008923,P-008923,25000.0,0,block
R-008938,P-008938,25000.0,1,block
R-008944,P-008944,15000.0,0,block
R-008947,P-008947,25000.0,1,block
R-008949,P-008949,35000.0,1,block
R-008962,P-008962,35000.0,0,block
R-008965,P-008965,15000.0,0,block
R-008969,P-008969,15000.0,0,block
R-008976,P-008976,25000.0,0,house
R-008984,P-008984,25000.0,0,block
R-009000,P-009000,15000.0,1,block
R-009010,P-009010,35000.0,2,block
R-009011,P-009011,25000.0,0,block
R-009012,P-009012,15000.0,1,block
R-009013,P-009013,15000.0,0,house
R-009019,P-009019,50000.0,0,block
R-009032,P-009032,25000.0,0,block
R-009035,P-009035,35000.0,1,block
R-009045,P-009045,25000.0,0,block
R-009059,P-009059,25000.0,2,block
R-009060,P-009060,25000.0,0,block
R-009061,P-009061,15000.0,2,block
R-009078,P-009078,25000.0,0,block
R-009084,P-009084,25000.0,1,block
R-009087,P-009087,15000.0,0,house
R-009093,P-009093,15000.0,1,block
R-009098,P-009098,25000.0,2,block
R-009101,P-009101,15000.0,1,block
R-009107,P-009107,35000.0,2,block
R-009112,P-009112,35000.0,1,block
R-009113,P-009113,25000.0,0,house
R-009116,P-009116,15000.0,2,block
R-009123,P-009123,35000.0,1,block
R-009128,P-009128,15000.0,1,house
R-009129,P-009129,25000.0,0,block
R-009134,P-009134,35000.0,0,house
R-009145,P-009145,25000.0,1,house
R-009148,P-009148,25000.0,0,house
R-009149,P-009149,25000.0,0,block
R-009156,P-009156,25000.0,0,house
R-009165,P-009165,35000.0,1,block
R-009169,P-009169,50000.0,0,block
R-009170,P-009170,50000.0,0,block
R-009176,P-009176,15000.0,1,block
R-009179,P-009179,15000.0,2,block
R-009196,P-009196,25000.0,0,block
R-009203,P-009203,25000.0,0,block
R-009206,P-009206,25000.0,1,block
R-009208,P-009208,50000.0,2,house
R-009210,P-009210,25000.0,0,block
R-009219,P-009219,15000.0,0,block
R-009222,P-009222,25000.0,2,house
R-009223,P-009223,35000.0,0,house
R-009225,P-009225,50000.0,0,block
R-009227,P-009227,35000.0,0,block
R-009231,P-009231,35000.0,1,block
R-009243,P-009243,15000.0,2,block
R-009247,P-009247,25000.0,1,block
R-009262,P-009262,15000.0,2,house
R-009273,P-009273,25000.0,1,block
R-009279,P-009279,35000.0,0,block
R-009301,P-009301,35000.0,0,house
R-009303,P-009303,15000.0,2,block
R-009320,P-009320,35000.0,0,block
R-009331,P-009331,25000.0,2,block
R-009349,P-009349,25000.0,0,block
R-009352,P-009352,15000.0,0,block
R-009355,P-009355,35000.0,1,block
R-009362,P-009362,25000.0,1,block
R-009369,P-009369,50000.0,0,block
R-009372,P-009372,15000.0,1,block
R-009374,P-009374,35000.0,0,block
R-009381,P-009381,25000.0,1,block
R-009409,P-009409,25000.0,1,block
R-009411,P-009411,25000.0,1,house
R-009412,P-009412,35000.0,0,house
R-009414,P-009414,25000.0,1,block
R-009417,P-009417,15000.0,1,block
R-009419,P-009419,15000.0,2,block
R-009433,P-009433,15000.0,1,block
R-009442,P-009442,15000.0,1,house
R-009459,P-009459,15000.0,0,block
R-009464,P-009464,15000.0,2,house
R-009465,P-009465,35000.0,1,block
R-009466,P-009466,50000.0,0,house
R-009467,P-009467,15000.0,1,house
R-009471,P-009471,25000.0,2,block
R-009473,P-009473,15000.0,2,block
R-009483,P-009483,35000.0,1,block
R-009497,P-009497,15000.0,0,block
R-009499,P-009499,25000.0,0,house
R-009500,P-009500,25000.0,2,block
R-009503,P-009503,15000.0,1,house
R-009505,P-009505,35000.0,1,house
R-009538,P-009538,25000.0,0,block
R-009541,P-009541,25000.0,0,house
R-009543,P-009543,35000.0,2,house
R-009544,P-009544,25000.0,1,block
R-009551,P-009551,25000.0,2,block
R-009556,P-009556,35000.0,1,block
R-009561,P-009561,15000.0,2,house
R-009573,P-009573,35000.0,1,block
R-009575,P-009575,15000.0,0,block
R-009585,P-009585,25000.0,2,block
R-009587,P-009587,35000.0,1,house
R-009589,P-009589,35000.0,1,block
R-009593,P-009593,25000.0,0,block
R-009600,P-009600,25000.0,1,block
R-009605,P-009605,25000.0,1,block
R-009614,P-009614,25000.0,2,block
R-009618,P-009618,25000.0,0,block
R-009623,P-009623,35000.0,0,block
R-009632,P-009632,25000.0,1,block
R-009635,P-009635,25000.0,2,house
